term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 468.08741449630423 1.6889657279635506 
ugy 	 1352.252530767101 1.305476124052634 
tervezi 	 24910.02392021563 0.34553814818689194 
majus 	 4437.187694797855 0.9103247172016478 
vegeig 	 17070.616870666618 0.34553814818689194 
otezer 	 22713.213964485596 0.34553814818689194 
jol 	 13993.279354917639 0.34553814818689194 
kepzettbekekatonat 	 32420.9667687632 0.34553814818689194 
allitanak 	 26468.68538875938 0.34553814818689194 
szolgalatba 	 28665.495344489416 0.34553814818689194 
kelet 	 7601.135557969014 0.5892688608863497 
szlavoniaban 	 32420.9667687632 0.34553814818689194 
baranyaiharomszogben 	 32420.9667687632 0.34553814818689194 
akik 	 946.2179470276353 1.4616535534760884 
megteremtik 	 28665.495344489416 0.34553814818689194 
horvat 	 23701.03215919524 0.34553814818689194 
menekultekvisszateresenek 	 32420.9667687632 0.34553814818689194 
felteteleit 	 28665.495344489416 0.34553814818689194 
hirlap 	 1109.5954538660696 1.429586356190496 
feherorosz 	 28665.495344489416 0.34553814818689194 
unio 	 18524.07115003659 0.34553814818689194 
fele 	 1705.4512059242847 1.2511658397719254 
napilapok 	 16210.4833843816 0.5892688608863497 
tudositasa 	 26468.68538875938 0.34553814818689194 
szerint 	 450.75084358903365 1.6987503497860947 
feheroroszorszag 	 32420.9667687632 0.34553814818689194 
oroszorszagelnoke 	 32420.9667687632 0.34553814818689194 
aprilis 	 17070.616870666618 0.34553814818689194 
masodikan 	 32420.9667687632 0.34553814818689194 
fenyes 	 23701.03215919524 0.34553814818689194 
unnepseg 	 28665.495344489416 0.34553814818689194 
kereteben 	 17748.75077919142 0.34553814818689194 
nep 	 3544.2394904741204 0.9103247172016478 
alekszij 	 22713.213964485596 0.34553814818689194 
patriarka 	 22713.213964485596 0.34553814818689194 
jelenleteben 	 23701.03215919524 0.34553814818689194 
irjak 	 20516.404008755562 0.34553814818689194 
ala 	 3289.5227429033885 0.9103247172016478 
ket 	 1366.7592568176954 1.305476124052634 
allam 	 3858.2147767147662 0.9103247172016478 
kozottiszovetsegi 	 32420.9667687632 0.34553814818689194 
megallapodast 	 19945.56073492146 0.34553814818689194 
tegnap 	 1618.2358476390825 1.305476124052634 
tizezer 	 22713.213964485596 0.34553814818689194 
ember 	 4605.208031620891 0.77040881074796 
tuntetett 	 32420.9667687632 0.34553814818689194 
minszkben 	 32420.9667687632 0.34553814818689194 
tiltakozva 	 16210.4833843816 0.5892688608863497 
tervezett 	 8095.044655323837 0.5892688608863497 
letrehozasa 	 22713.213964485596 0.34553814818689194 
ellenfeheroroszorszag 	 32420.9667687632 0.34553814818689194 
oroszorszag 	 18524.07115003659 0.34553814818689194 
kozott 	 3075.208327839815 0.9103247172016478 
nepszabadsag 	 1315.8090971613553 1.3524412613954082 
tomegsir 	 32420.9667687632 0.34553814818689194 
emberi 	 15673.698756467844 0.34553814818689194 
leny 	 26468.68538875938 0.34553814818689194 
szamara 	 3251.3652900519983 0.9103247172016478 
legszornyubb 	 32420.9667687632 0.34553814818689194 
latvanynak 	 32420.9667687632 0.34553814818689194 
nevezte 	 8233.998189819711 0.5892688608863497 
madeleinealbright 	 32420.9667687632 0.34553814818689194 
ensz 	 10258.202004377781 0.5892688608863497 
megbizott 	 24910.02392021563 0.34553814818689194 
donja 	 32420.9667687632 0.34553814818689194 
pilica 	 32420.9667687632 0.34553814818689194 
melletti 	 23701.03215919524 0.34553814818689194 
tomegsirt 	 28665.495344489416 0.34553814818689194 
amelyegyelore 	 32420.9667687632 0.34553814818689194 
ismeretlen 	 18524.07115003659 0.34553814818689194 
szamu 	 18122.55415690773 0.34553814818689194 
bosnyak 	 24910.02392021563 0.34553814818689194 
tetemet 	 32420.9667687632 0.34553814818689194 
rejti 	 24910.02392021563 0.34553814818689194 
hatarontul 	 16760.93258448178 0.34553814818689194 
felvidek 	 18957.742540211813 0.34553814818689194 
szlovak 	 17070.616870666618 0.34553814818689194 
parlament 	 3453.9060237156687 0.9103247172016478 
kisebb 	 17070.616870666618 0.34553814818689194 
valtoztatasokkal 	 32420.9667687632 0.34553814818689194 
jovahagyta 	 24910.02392021563 0.34553814818689194 
azorszag 	 5678.303491121399 0.9103247172016478 
teruleti 	 9061.277078453864 0.5892688608863497 
kozigazgatasi 	 9972.78036746073 0.5892688608863497 
felosztasarol 	 32420.9667687632 0.34553814818689194 
szolo 	 13815.624094862675 0.34553814818689194 
torvenyt 	 5799.693690556021 0.77040881074796 
avaltoztatasok 	 32420.9667687632 0.34553814818689194 
egyike 	 20516.404008755562 0.34553814818689194 
sem 	 553.1942171319959 1.6425220329788768 
erinti 	 11356.606982242798 0.5892688608863497 
del 	 17399.081071668064 0.34553814818689194 
szlovakiat 	 22713.213964485596 0.34553814818689194 
koalicionyilatkozatban 	 32420.9667687632 0.34553814818689194 
szogezte 	 26468.68538875938 0.34553814818689194 
torveny 	 6579.045485806777 0.5892688608863497 
hatranyosan 	 26468.68538875938 0.34553814818689194 
magyarkisebbseget 	 32420.9667687632 0.34553814818689194 
amelynek 	 13993.279354917639 0.34553814818689194 
kepviseloi 	 15673.698756467844 0.34553814818689194 
vehettek 	 32420.9667687632 0.34553814818689194 
reszt 	 7601.135557969014 0.5892688608863497 
donteselokesziteseben 	 32420.9667687632 0.34553814818689194 
ezert 	 838.1193180021849 1.5160647585055274 
keri 	 19945.56073492146 0.34553814818689194 
demokratikus 	 7601.135557969014 0.5892688608863497 
kozvelemenyt 	 11356.606982242798 0.5892688608863497 
hogytamogassa 	 32420.9667687632 0.34553814818689194 
olyan 	 936.1748289926085 1.4616535534760884 
nepszavazas 	 22713.213964485596 0.34553814818689194 
kiirasat 	 28665.495344489416 0.34553814818689194 
amely 	 1366.7592568176954 1.305476124052634 
semmisnek 	 32420.9667687632 0.34553814818689194 
mondana 	 28665.495344489416 0.34553814818689194 
azelfogadott 	 32420.9667687632 0.34553814818689194 
ivanyi 	 24910.02392021563 0.34553814818689194 
istvan 	 2663.029089278567 1.0216515627586935 
kulugyi 	 17748.75077919142 0.34553814818689194 
allamtitkarfenntartja 	 32420.9667687632 0.34553814818689194 
allaspontjat 	 22713.213964485596 0.34553814818689194 
mely 	 2835.391592379296 1.0216515627586935 
szlovakia 	 8699.540535834032 0.5892688608863497 
kozigazgatasireformja 	 32420.9667687632 0.34553814818689194 
szlovakiai 	 24910.02392021563 0.34553814818689194 
magyarok 	 2025.2797088423547 1.1876411088845062 
karara 	 23701.03215919524 0.34553814818689194 
megvaltoztatja 	 32420.9667687632 0.34553814818689194 
etnikaiaranyokat 	 32420.9667687632 0.34553814818689194 
ellentetes 	 21154.552495941847 0.34553814818689194 
alapszerzodessel 	 28665.495344489416 0.34553814818689194 
magyarorszag 	 1155.6840868514219 1.3934569535378054 
erdely 	 18122.55415690773 0.34553814818689194 
rmdsz 	 7571.071321495198 0.77040881074796 
szdsz 	 967.0607515409826 1.4616535534760884 
vezetoinek 	 11356.606982242798 0.5892688608863497 
tegnapi 	 7836.849378233922 0.5892688608863497 
budapesti 	 7282.061314375871 0.5892688608863497 
megbeszelesekapcsan 	 32420.9667687632 0.34553814818689194 
peto 	 5067.423705312676 0.77040881074796 
ivan 	 2663.029089278567 1.0216515627586935 
kijelentette 	 4854.707542917247 0.77040881074796 
nincsenek 	 17748.75077919142 0.34553814818689194 
kozottuk 	 23701.03215919524 0.34553814818689194 
vitas 	 22713.213964485596 0.34553814818689194 
ugyek 	 22713.213964485596 0.34553814818689194 
markobela 	 32420.9667687632 0.34553814818689194 
elnoke 	 2142.8355863427983 1.1123395330813486 
kozolte 	 13815.624094862675 0.34553814818689194 
manipulalt 	 28665.495344489416 0.34553814818689194 
romankozvelemennyel 	 32420.9667687632 0.34553814818689194 
kisebbseg 	 9262.035575018295 0.5892688608863497 
helyzetet 	 5489.332126546475 0.77040881074796 
javito 	 26468.68538875938 0.34553814818689194 
barmilyen 	 6319.247513403938 0.77040881074796 
kovetelestszinte 	 32420.9667687632 0.34553814818689194 
lehetetlen 	 19429.17018074163 0.34553814818689194 
elfogadtatni 	 26468.68538875938 0.34553814818689194 
arrol 	 1607.1266897570988 1.2511658397719254 
szolt 	 4047.5223276619186 0.9103247172016478 
egyenlokozelsegre 	 32420.9667687632 0.34553814818689194 
torekszik 	 21154.552495941847 0.34553814818689194 
magyarorszagi 	 13643.609647394278 0.34553814818689194 
partokkal 	 24910.02392021563 0.34553814818689194 
beszamoloi 	 22713.213964485596 0.34553814818689194 
kormanyvalsag 	 32420.9667687632 0.34553814818689194 
fenyeget 	 23701.03215919524 0.34553814818689194 
romaniaban 	 21878.02558118151 0.34553814818689194 
mert 	 936.1748289926085 1.4616535534760884 
legfontosabb 	 16467.996379639422 0.34553814818689194 
roman 	 14176.957961896482 0.34553814818689194 
kormanypart 	 11850.51607959762 0.5892688608863497 
szocialis 	 7601.135557969014 0.5892688608863497 
demokracia 	 13993.279354917639 0.34553814818689194 
partjaes 	 32420.9667687632 0.34553814818689194 
funar 	 23701.03215919524 0.34553814818689194 
egysegpart 	 26468.68538875938 0.34553814818689194 
kozotti 	 15432.859106859065 0.34553814818689194 
koalicio 	 15925.744201177691 0.34553814818689194 
felbomloban 	 32420.9667687632 0.34553814818689194 
van 	 688.5912598454673 1.5160647585055274 
ezesetben 	 32420.9667687632 0.34553814818689194 
legnagyobb 	 6738.444400368903 0.5892688608863497 
kisebbsegbe 	 32420.9667687632 0.34553814818689194 
kerulne 	 21154.552495941847 0.34553814818689194 
parlamentben 	 8699.540535834032 0.5892688608863497 
gazdasag 	 13643.609647394278 0.34553814818689194 
negy 	 7088.478980948241 0.5892688608863497 
fel 	 1118.2575737599327 1.3934569535378054 
milliard 	 1705.4512059242847 1.2511658397719254 
dollart 	 8535.308435333309 0.5892688608863497 
sibolnak 	 32420.9667687632 0.34553814818689194 
osszeomlaselott 	 32420.9667687632 0.34553814818689194 
meg 	 328.9262912676732 1.7708402139815909 
sikernek 	 32420.9667687632 0.34553814818689194 
probaljak 	 24910.02392021563 0.34553814818689194 
eladni 	 21154.552495941847 0.34553814818689194 
ban 	 3108.6544715934724 0.9103247172016478 
suranyi 	 19945.56073492146 0.34553814818689194 
meri 	 23701.03215919524 0.34553814818689194 
kimondani 	 11356.606982242798 0.5892688608863497 
kulfoldrol 	 20516.404008755562 0.34553814818689194 
helyet 	 17070.616870666618 0.34553814818689194 
tesetol 	 32420.9667687632 0.34553814818689194 
tudjuk 	 15202.271115938029 0.34553814818689194 
evszazad 	 21878.02558118151 0.34553814818689194 
rablasa 	 24910.02392021563 0.34553814818689194 
mar 	 496.5928055080858 1.6673571768910895 
arcatlanhogy 	 32420.9667687632 0.34553814818689194 
kell 	 936.1748289926085 1.4616535534760884 
kialtani 	 26468.68538875938 0.34553814818689194 
nyisd 	 32420.9667687632 0.34553814818689194 
szemed 	 32420.9667687632 0.34553814818689194 
mig 	 6657.572723196418 0.5892688608863497 
nemlopjak 	 32420.9667687632 0.34553814818689194 
bukasa 	 21878.02558118151 0.34553814818689194 
elott 	 2460.1666622718517 1.0216515627586935 
viszi 	 24910.02392021563 0.34553814818689194 
kasszat 	 28665.495344489416 0.34553814818689194 
harshegyi 	 13234.34269437969 0.5892688608863497 
frigyes 	 24910.02392021563 0.34553814818689194 
mnb 	 9478.871270105907 0.5892688608863497 
alelnoke 	 7836.849378233922 0.5892688608863497 
hirlapnakelmondta 	 32420.9667687632 0.34553814818689194 
noha 	 19429.17018074163 0.34553814818689194 
magyarorszagnak 	 9478.871270105907 0.5892688608863497 
nincs 	 1014.1893980753258 1.429586356190496 
hitelfelveteliigenye 	 32420.9667687632 0.34553814818689194 
oecd 	 2106.4158378013126 1.305476124052634 
felvetel 	 12455.011960107815 0.5892688608863497 
joval 	 18957.742540211813 0.34553814818689194 
kedvezobb 	 12455.011960107815 0.5892688608863497 
feltetelek 	 19429.17018074163 0.34553814818689194 
mellettbocsathatunk 	 32420.9667687632 0.34553814818689194 
kotvenyeket 	 32420.9667687632 0.34553814818689194 
nemzetkozi 	 6579.045485806777 0.5892688608863497 
penzpiacokon 	 32420.9667687632 0.34553814818689194 
tervezettosszeg 	 32420.9667687632 0.34553814818689194 
minimum 	 14367.082732633942 0.34553814818689194 
millio 	 4605.208031620891 0.77040881074796 
dollar 	 13005.461160207993 0.34553814818689194 
kamatfeltetelek 	 28665.495344489416 0.34553814818689194 
marvisszajelezhetik 	 32420.9667687632 0.34553814818689194 
azt 	 926.3680416873443 1.4616535534760884 
mennyit 	 23701.03215919524 0.34553814818689194 
javit 	 28665.495344489416 0.34553814818689194 
hazankpenzpiaci 	 32420.9667687632 0.34553814818689194 
megiteleseben 	 32420.9667687632 0.34553814818689194 
evvegere 	 32420.9667687632 0.34553814818689194 
kulso 	 8233.998189819711 0.5892688608863497 
adossaga 	 7900.344053065081 0.77040881074796 
dollarra 	 20516.404008755562 0.34553814818689194 
sullyedhet 	 16210.4833843816 0.5892688608863497 
sezzel 	 32420.9667687632 0.34553814818689194 
tiz 	 17070.616870666618 0.34553814818689194 
ota 	 3498.3198387294096 0.9103247172016478 
legalacsonyabb 	 23701.03215919524 0.34553814818689194 
szintre 	 21154.552495941847 0.34553814818689194 
kerul 	 6907.812047431337 0.5892688608863497 
tavaly 	 4789.027577544648 0.77040881074796 
vegen 	 7490.548774813643 0.5892688608863497 
teljes 	 6579.045485806777 0.5892688608863497 
ezen 	 7088.478980948241 0.5892688608863497 
belul 	 4664.426451639213 0.77040881074796 
azallam 	 26468.68538875938 0.34553814818689194 
milliardot 	 22713.213964485596 0.34553814818689194 
tett 	 4285.6711726855965 0.77040881074796 
adossagszolgalati 	 32420.9667687632 0.34553814818689194 
rata 	 23701.03215919524 0.34553814818689194 
abrutto 	 28665.495344489416 0.34553814818689194 
adossag 	 18957.742540211813 0.34553814818689194 
export 	 16760.93258448178 0.34553814818689194 
aranya 	 19945.56073492146 0.34553814818689194 
szazalekroljovore 	 32420.9667687632 0.34553814818689194 
szazalekra 	 20516.404008755562 0.34553814818689194 
modosulhat 	 32420.9667687632 0.34553814818689194 
amerteket 	 32420.9667687632 0.34553814818689194 
igen 	 4547.86988246476 0.77040881074796 
kedvezonek 	 32420.9667687632 0.34553814818689194 
itelik 	 21878.02558118151 0.34553814818689194 
kulfoldi 	 6996.639677458819 0.5892688608863497 
hitelezok 	 32420.9667687632 0.34553814818689194 
tagja 	 4993.699183209095 0.77040881074796 
gazdasagi 	 12712.52495536564 0.34553814818689194 
egyuttmukodesi 	 19429.17018074163 0.34553814818689194 
fejlesztesi 	 22713.213964485596 0.34553814818689194 
szervezethez 	 32420.9667687632 0.34553814818689194 
valo 	 4190.596590010924 0.77040881074796 
csatlakozas 	 20516.404008755562 0.34553814818689194 
valamennyi 	 17399.081071668064 0.34553814818689194 
feltetelet 	 28665.495344489416 0.34553814818689194 
teljesitette 	 26468.68538875938 0.34553814818689194 
igy 	 1521.2840971129888 1.2511658397719254 
anagykoveti 	 32420.9667687632 0.34553814818689194 
tanacs 	 9061.277078453864 0.5892688608863497 
marcius 	 1714.7621229843405 1.305476124052634 
meghivja 	 32420.9667687632 0.34553814818689194 
szervezet 	 15432.859106859065 0.34553814818689194 
tagjai 	 16760.93258448178 0.34553814818689194 
soraba 	 26468.68538875938 0.34553814818689194 
acsatlakozasi 	 32420.9667687632 0.34553814818689194 
dokumentumok 	 21878.02558118151 0.34553814818689194 
alairasara 	 26468.68538875938 0.34553814818689194 
rakovetkezo 	 28665.495344489416 0.34553814818689194 
napon 	 18957.742540211813 0.34553814818689194 
sorparizsban 	 32420.9667687632 0.34553814818689194 
dunai 	 7292.67519372717 0.77040881074796 
imre 	 3692.1499314407024 0.9103247172016478 
ipari 	 17070.616870666618 0.34553814818689194 
kereskedelmiminiszter 	 26468.68538875938 0.34553814818689194 
aki 	 860.198895852534 1.4903071811620767 
alairasi 	 26468.68538875938 0.34553814818689194 
ceremonian 	 32420.9667687632 0.34553814818689194 
orszagot 	 8535.308435333309 0.5892688608863497 
kepviseli 	 21878.02558118151 0.34553814818689194 
gazaremeles 	 32420.9667687632 0.34553814818689194 
huszonot 	 32420.9667687632 0.34553814818689194 
szazalekos 	 6996.639677458819 0.5892688608863497 
gazaremelkedest 	 32420.9667687632 0.34553814818689194 
tart 	 6907.812047431337 0.5892688608863497 
szuksegesnek 	 18957.742540211813 0.34553814818689194 
oktoberben 	 22713.213964485596 0.34553814818689194 
anemet 	 32420.9667687632 0.34553814818689194 
vew 	 32420.9667687632 0.34553814818689194 
energie 	 32420.9667687632 0.34553814818689194 
nyilatkozta 	 8699.540535834032 0.5892688608863497 
klaus 	 21154.552495941847 0.34553814818689194 
homann 	 32420.9667687632 0.34553814818689194 
dortmundi 	 32420.9667687632 0.34553814818689194 
vewgazreszleget 	 32420.9667687632 0.34553814818689194 
iranyito 	 23701.03215919524 0.34553814818689194 
igazgato 	 21878.02558118151 0.34553814818689194 
nepszava 	 2798.6558709835276 1.0216515627586935 
harmadik 	 8095.044655323837 0.5892688608863497 
vilagbeli 	 26468.68538875938 0.34553814818689194 
technikai 	 10577.276247970924 0.5892688608863497 
rabszolgasag 	 32420.9667687632 0.34553814818689194 
magyarorszagban 	 21878.02558118151 0.34553814818689194 
pungor 	 28665.495344489416 0.34553814818689194 
erno 	 10939.012790590756 0.5892688608863497 
akademikus 	 28665.495344489416 0.34553814818689194 
elmondta 	 1166.1066129098033 1.429586356190496 
afejlesztes 	 32420.9667687632 0.34553814818689194 
tovabbra 	 3692.1499314407024 0.9103247172016478 
jelenlegi 	 2219.1909077321393 1.1123395330813486 
szinten 	 6907.812047431337 0.5892688608863497 
marad 	 15673.698756467844 0.34553814818689194 
magyarorszagtechnologiai 	 32420.9667687632 0.34553814818689194 
rabszolgasagba 	 32420.9667687632 0.34553814818689194 
helyzetbe 	 17748.75077919142 0.34553814818689194 
kerulhet 	 20516.404008755562 0.34553814818689194 
mint 	 936.1748289926085 1.4616535534760884 
vilag 	 3692.1499314407024 0.9103247172016478 
orszagai 	 26468.68538875938 0.34553814818689194 
ahol 	 6428.506759028395 0.5892688608863497 
olcso 	 22713.213964485596 0.34553814818689194 
munkaerovel 	 28665.495344489416 0.34553814818689194 
dolgoztatnaka 	 32420.9667687632 0.34553814818689194 
befektetok 	 32420.9667687632 0.34553814818689194 
kulfoldre 	 19945.56073492146 0.34553814818689194 
szorult 	 26468.68538875938 0.34553814818689194 
kutatoink 	 32420.9667687632 0.34553814818689194 
evekkelezelott 	 32420.9667687632 0.34553814818689194 
megirtak 	 32420.9667687632 0.34553814818689194 
persze 	 7088.478980948241 0.5892688608863497 
hornnak 	 23701.03215919524 0.34553814818689194 
ideje 	 7836.849378233922 0.5892688608863497 
olvasni 	 21878.02558118151 0.34553814818689194 
pungormost 	 32420.9667687632 0.34553814818689194 
mondja 	 15202.271115938029 0.34553814818689194 
marha 	 32420.9667687632 0.34553814818689194 
oly 	 16760.93258448178 0.34553814818689194 
bus 	 6904.732138052971 0.34553814818689194 
vasarnap 	 9478.871270105907 0.5892688608863497 
beszuntette 	 32420.9667687632 0.34553814818689194 
angol 	 18957.742540211813 0.34553814818689194 
mcdonalds 	 28665.495344489416 0.34553814818689194 
halozat 	 21878.02558118151 0.34553814818689194 
minden 	 2028.3787961506516 1.1123395330813486 
termekarusitasat 	 32420.9667687632 0.34553814818689194 
amelyik 	 16760.93258448178 0.34553814818689194 
brit 	 7051.517498647282 0.77040881074796 
marhahust 	 16210.4833843816 0.5892688608863497 
tartalmaz 	 20516.404008755562 0.34553814818689194 
ami 	 2434.0545553807815 1.0216515627586935 
jelenti 	 14768.59972576281 0.34553814818689194 
nemlehet 	 22713.213964485596 0.34553814818689194 
hamburgert 	 32420.9667687632 0.34553814818689194 
kapni 	 21878.02558118151 0.34553814818689194 
hirugynoksegi 	 32420.9667687632 0.34553814818689194 
jelentes 	 20516.404008755562 0.34553814818689194 
angliaimarhakor 	 32420.9667687632 0.34553814818689194 
miatt 	 2095.298295005462 1.1123395330813486 
hatalmas 	 17070.616870666618 0.34553814818689194 
fogyasztoi 	 20516.404008755562 0.34553814818689194 
panik 	 32420.9667687632 0.34553814818689194 
tort 	 18524.07115003659 0.34553814818689194 
het 	 8380.46629224089 0.5892688608863497 
vegere 	 18122.55415690773 0.34553814818689194 
afogyasztas 	 32420.9667687632 0.34553814818689194 
mindenhol 	 24910.02392021563 0.34553814818689194 
dramaian 	 32420.9667687632 0.34553814818689194 
visszaesett 	 24910.02392021563 0.34553814818689194 
nehany 	 4438.381815464279 0.77040881074796 
dragabb 	 12455.011960107815 0.5892688608863497 
etteremkirakataban 	 32420.9667687632 0.34553814818689194 
pedig 	 2028.3787961506516 1.1123395330813486 
tabla 	 28665.495344489416 0.34553814818689194 
hirdeti 	 14332.747672244708 0.5892688608863497 
kergemarha 	 32420.9667687632 0.34553814818689194 
mentes 	 26468.68538875938 0.34553814818689194 
ovezet 	 24910.02392021563 0.34553814818689194 
ajelek 	 32420.9667687632 0.34553814818689194 
segit 	 11850.51607959762 0.5892688608863497 
nagy 	 2050.138885226543 1.1123395330813486 
aruhazlancok 	 32420.9667687632 0.34553814818689194 
amelyek 	 2167.5768600346655 1.1123395330813486 
korabbancsak 	 32420.9667687632 0.34553814818689194 
kinaltak 	 28665.495344489416 0.34553814818689194 
felulvizsgaljak 	 28665.495344489416 0.34553814818689194 
beszerzesipolitikajukat 	 32420.9667687632 0.34553814818689194 
valaszthatnak 	 28665.495344489416 0.34553814818689194 
marhahus 	 28665.495344489416 0.34553814818689194 
fogyasztok 	 28665.495344489416 0.34553814818689194 
balint 	 9478.871270105907 0.5892688608863497 
tibor 	 5916.250259730475 0.77040881074796 
allategeszsegugyi 	 26468.68538875938 0.34553814818689194 
foosztalyanak 	 28665.495344489416 0.34553814818689194 
helyettesvezetoje 	 32420.9667687632 0.34553814818689194 
allitja 	 9061.277078453864 0.5892688608863497 
itthon 	 20516.404008755562 0.34553814818689194 
veszely 	 21878.02558118151 0.34553814818689194 
magyarorszagon 	 6356.26247768282 0.5892688608863497 
eddig 	 2835.391592379296 1.0216515627586935 
