term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 494.97146572733635 1.6740135325543244 
szarnyanak 	 22415.825307454215 0.46398663080615904 
leblokkolasaban 	 22415.825307454215 0.46398663080615904 
hatarontul 	 11588.492702375182 0.46398663080615904 
felvidek 	 13107.364997348368 0.46398663080615904 
kovac 	 3546.2555101881844 1.094321030960859 
meciar 	 4090.489751375112 0.9508009589213122 
vezetes 	 14626.23729232155 0.46398663080615904 
kettebomlik 	 22415.825307454215 0.46398663080615904 
btk 	 18300.423674103477 0.46398663080615904 
modositasa 	 5042.148629697671 0.9508009589213122 
utan 	 1214.9691922256968 1.357843175354918 
teruleti 	 12529.916550715458 0.46398663080615904 
kozigazgatasrol 	 22415.825307454215 0.46398663080615904 
szolo 	 4776.054619726428 0.7532291368875705 
torvenytis 	 22415.825307454215 0.46398663080615904 
visszaadta 	 22415.825307454215 0.46398663080615904 
parlamentnek 	 15703.894335725921 0.46398663080615904 
ujratargyalasra 	 22415.825307454215 0.46398663080615904 
michal 	 7092.511020376369 0.7532291368875705 
szlovakallamfo 	 22415.825307454215 0.46398663080615904 
szerinte 	 3503.6118863236043 0.9508009589213122 
torvenyben 	 4875.41243077385 0.9508009589213122 
modositani 	 17222.766630699105 0.46398663080615904 
kellene 	 8991.963363997627 0.46398663080615904 
pozsonyjogallasara 	 22415.825307454215 0.46398663080615904 
valamint 	 2963.108935562984 0.9508009589213122 
jarashatarok 	 22415.825307454215 0.46398663080615904 
kijelolesere 	 22415.825307454215 0.46398663080615904 
vonatkozoreszeket 	 22415.825307454215 0.46398663080615904 
fovaros 	 15126.445889093013 0.46398663080615904 
megkapja 	 22415.825307454215 0.46398663080615904 
onallo 	 13107.364997348368 0.46398663080615904 
kerulet 	 18300.423674103477 0.46398663080615904 
statusat 	 22415.825307454215 0.46398663080615904 
jarasok 	 22415.825307454215 0.46398663080615904 
teruletet 	 15126.445889093013 0.46398663080615904 
pedig 	 2103.6287293411797 1.094321030960859 
kormany 	 773.1622132345345 1.5373360552970963 
parlament 	 9552.109239452857 0.46398663080615904 
jelolje 	 22415.825307454215 0.46398663080615904 
azt 	 693.8641395055109 1.5675548515961653 
javasolja 	 13107.364997348368 0.46398663080615904 
halasszak 	 22415.825307454215 0.46398663080615904 
torveny 	 1819.4982938229746 1.203301518865822 
hatalyba 	 16386.870887476078 0.46398663080615904 
lepesenekidopontjat 	 22415.825307454215 0.46398663080615904 
januar 	 6895.17077454926 0.7532291368875705 
jeig 	 22415.825307454215 0.46398663080615904 
gyuruzik 	 22415.825307454215 0.46398663080615904 
alapszerzodesi 	 22415.825307454215 0.46398663080615904 
botrany 	 13790.34154909852 0.46398663080615904 
szlovak 	 11802.608120619629 0.46398663080615904 
alapszerzodes 	 13790.34154909852 0.46398663080615904 
pozsonyi 	 15126.445889093013 0.46398663080615904 
ratifikacioja 	 22415.825307454215 0.46398663080615904 
nyoman 	 13433.30961555152 0.46398663080615904 
kialakulthelyzet 	 22415.825307454215 0.46398663080615904 
attekintese 	 22415.825307454215 0.46398663080615904 
abbol 	 12529.916550715458 0.46398663080615904 
fakado 	 19819.295969076662 0.46398663080615904 
feladatok 	 13790.34154909852 0.46398663080615904 
megvitatasa 	 22415.825307454215 0.46398663080615904 
voltszerdai 	 22415.825307454215 0.46398663080615904 
tanacskozasunk 	 22415.825307454215 0.46398663080615904 
legfobb 	 11588.492702375182 0.46398663080615904 
celja 	 6135.734627062668 0.7532291368875705 
jelentette 	 2450.4837820812213 1.094321030960859 
szlovakiaimagyar 	 22415.825307454215 0.46398663080615904 
koalicio 	 11011.044255742272 0.46398663080615904 
partjainak 	 19819.295969076662 0.46398663080615904 
vezetoivel 	 5234.631445241974 0.9508009589213122 
folytatott 	 6135.734627062668 0.7532291368875705 
megbeszeles 	 17222.766630699105 0.46398663080615904 
utantabajdi 	 22415.825307454215 0.46398663080615904 
csaba 	 6895.17077454926 0.7532291368875705 
meh 	 13107.364997348368 0.46398663080615904 
politikai 	 1214.9691922256968 1.357843175354918 
allamtitkara 	 11588.492702375182 0.46398663080615904 
tabajdi 	 17222.766630699105 0.46398663080615904 
hangsulyozta 	 5418.390138586982 0.7532291368875705 
amagyar 	 12807.525014403298 0.46398663080615904 
alairt 	 13433.30961555152 0.46398663080615904 
dokumentumot 	 16386.870887476078 0.46398663080615904 
tekinti 	 6895.17077454926 0.7532291368875705 
ervenyben 	 16386.870887476078 0.46398663080615904 
levonek 	 22415.825307454215 0.46398663080615904 
annak 	 4207.257458682359 0.7532291368875705 
vegrehajtasahoz 	 19819.295969076662 0.46398663080615904 
betartasahoz 	 22415.825307454215 0.46398663080615904 
ragaszkodik 	 15703.894335725921 0.46398663080615904 
hiszen 	 2929.809184373058 0.9508009589213122 
magyarorszaggyules 	 22415.825307454215 0.46398663080615904 
ezt 	 2834.9281151932933 0.9508009589213122 
nem 	 179.03223228435573 1.8683984033961016 
pozsonyban 	 16386.870887476078 0.46398663080615904 
magyarazattal 	 22415.825307454215 0.46398663080615904 
kiegeszitett 	 22415.825307454215 0.46398663080615904 
szoveget 	 14185.022040752738 0.46398663080615904 
erositette 	 18300.423674103477 0.46398663080615904 
gazdasag 	 3144.39287185548 0.9508009589213122 
adoreform 	 11207.912653727108 0.7532291368875705 
elkepzelesek 	 17222.766630699105 0.46398663080615904 
kozott 	 2126.19608639497 1.094321030960859 
szerepel 	 12271.469254125335 0.46398663080615904 
legfelso 	 17222.766630699105 0.46398663080615904 
alatta 	 16386.870887476078 0.46398663080615904 
levoadokulcs 	 22415.825307454215 0.46398663080615904 
hataranak 	 22415.825307454215 0.46398663080615904 
kitolasa 	 22415.825307454215 0.46398663080615904 
szazalekos 	 1612.4899859579634 1.2888716957295347 
terhet 	 18300.423674103477 0.46398663080615904 
eszerint 	 6895.17077454926 0.7532291368875705 
csak 	 647.2703782588244 1.5940682000318813 
millio 	 2388.027309863214 1.094321030960859 
forint 	 10510.835658970811 0.46398663080615904 
folotti 	 17222.766630699105 0.46398663080615904 
jovedelemmel 	 22415.825307454215 0.46398663080615904 
rendelkezoknek 	 22415.825307454215 0.46398663080615904 
kelleneviselniuk 	 22415.825307454215 0.46398663080615904 
adot 	 14185.022040752738 0.46398663080615904 
jelenlegi 	 4603.039391121038 0.7532291368875705 
ezernel 	 22415.825307454215 0.46398663080615904 
jovalmagasabb 	 22415.825307454215 0.46398663080615904 
egymillio 	 15703.894335725921 0.46398663080615904 
forintot 	 10357.916467497935 0.46398663080615904 
meghalado 	 14185.022040752738 0.46398663080615904 
jovedelem 	 16386.870887476078 0.46398663080615904 
allapitanakmeg 	 22415.825307454215 0.46398663080615904 
toke 	 14626.23729232155 0.46398663080615904 
osztalekjovedelmeket 	 22415.825307454215 0.46398663080615904 
esetleg 	 12271.469254125335 0.46398663080615904 
ujra 	 10510.835658970811 0.46398663080615904 
forrasado 	 22415.825307454215 0.46398663080615904 
terhelne 	 22415.825307454215 0.46398663080615904 
ingatlanado 	 22415.825307454215 0.46398663080615904 
bevezetese 	 7563.222944546506 0.7532291368875705 
maratechnikailag 	 22415.825307454215 0.46398663080615904 
mar 	 1373.3751564660683 1.2888716957295347 
megoldhato 	 19819.295969076662 0.46398663080615904 
miniszterium 	 6264.958275357729 0.7532291368875705 
apparatusa 	 22415.825307454215 0.46398663080615904 
egyeloredolgozik 	 22415.825307454215 0.46398663080615904 
ennek 	 1417.4640575966466 1.2888716957295347 
elokeszitesen 	 22415.825307454215 0.46398663080615904 
almodik 	 16386.870887476078 0.46398663080615904 
nyomor 	 16386.870887476078 0.46398663080615904 
eppen 	 9097.491469114872 0.46398663080615904 
kozos 	 9801.935128324885 0.46398663080615904 
piac 	 14185.022040752738 0.46398663080615904 
tagsagrol 	 22415.825307454215 0.46398663080615904 
handelsblatt 	 19819.295969076662 0.46398663080615904 
gazdasagi 	 1464.904592186529 1.2888716957295347 
napilapnak 	 22415.825307454215 0.46398663080615904 
nyilatkozo 	 17222.766630699105 0.46398663080615904 
dunai 	 7563.222944546506 0.7532291368875705 
imre 	 5105.497838012872 0.7532291368875705 
ipari 	 11802.608120619629 0.46398663080615904 
eskereskedelmi 	 22415.825307454215 0.46398663080615904 
miniszter 	 10069.620407401999 0.46398663080615904 
kifejtette 	 10836.780277173964 0.46398663080615904 
magyarorszag 	 1757.885510623835 1.203301518865822 
junius 	 11385.95689149673 0.46398663080615904 
igbiztosan 	 22415.825307454215 0.46398663080615904 
leepiti 	 22415.825307454215 0.46398663080615904 
tavaly 	 2483.346803084475 1.094321030960859 
marciusi 	 15126.445889093013 0.46398663080615904 
stabilizacios 	 13790.34154909852 0.46398663080615904 
programban 	 18300.423674103477 0.46398663080615904 
bevezetett8 	 22415.825307454215 0.46398663080615904 
vampotlekot 	 22415.825307454215 0.46398663080615904 
jetol 	 22415.825307454215 0.46398663080615904 
martagjai 	 22415.825307454215 0.46398663080615904 
leszunk 	 16386.870887476078 0.46398663080615904 
nak 	 2483.346803084475 1.094321030960859 
lengyelorszag 	 7092.511020376369 0.7532291368875705 
csehorszag 	 7092.511020376369 0.7532291368875705 
mind 	 3635.2776290729953 0.7532291368875705 
elottunk 	 16386.870887476078 0.46398663080615904 
hitelkepessegecsak 	 22415.825307454215 0.46398663080615904 
hazardjatekosoknak 	 22415.825307454215 0.46398663080615904 
ajanlott 	 14626.23729232155 0.46398663080615904 
standard 	 7993.172391448336 0.46398663080615904 
poor's 	 18300.423674103477 0.46398663080615904 
nemzetkozi 	 1516.248578185812 1.2888716957295347 
hitelminosito 	 22415.825307454215 0.46398663080615904 
intezet 	 13790.34154909852 0.46398663080615904 
pluszrol 	 22415.825307454215 0.46398663080615904 
bbbminuszra 	 22415.825307454215 0.46398663080615904 
javitotta 	 22415.825307454215 0.46398663080615904 
besorolasat 	 22415.825307454215 0.46398663080615904 
immarbefektetoi 	 22415.825307454215 0.46398663080615904 
kategoriaju 	 22415.825307454215 0.46398663080615904 
minositest 	 19819.295969076662 0.46398663080615904 
lengyel 	 13107.364997348368 0.46398663080615904 
gazdasagdinamikajaval 	 22415.825307454215 0.46398663080615904 
kulpiaci 	 22415.825307454215 0.46398663080615904 
rugalmassagaval 	 22415.825307454215 0.46398663080615904 
magyarazzak 	 22415.825307454215 0.46398663080615904 
hazanknakadott 	 22415.825307454215 0.46398663080615904 
plusz 	 8193.435443738039 0.7532291368875705 
minosites 	 22415.825307454215 0.46398663080615904 
felulvizsgalatara 	 22415.825307454215 0.46398663080615904 
legkorabban 	 17222.766630699105 0.46398663080615904 
nyarvegere 	 22415.825307454215 0.46398663080615904 
kerulhet 	 14185.022040752738 0.46398663080615904 
sor 	 10670.26397458362 0.46398663080615904 
besorolasa 	 22415.825307454215 0.46398663080615904 
bbb 	 18300.423674103477 0.46398663080615904 
csodben 	 14185.022040752738 0.46398663080615904 
diosgyori 	 9909.647984538331 0.7532291368875705 
kohaszat 	 22415.825307454215 0.46398663080615904 
sztrajk 	 15126.445889093013 0.46398663080615904 
nincs 	 4207.257458682359 0.7532291368875705 
kizarva 	 18300.423674103477 0.46398663080615904 
hetfotol 	 19819.295969076662 0.46398663080615904 
sztrajkba 	 22415.825307454215 0.46398663080615904 
lepnek 	 18300.423674103477 0.46398663080615904 
kohaszatdolgozoi 	 22415.825307454215 0.46398663080615904 
addig 	 2013.9240814803998 1.203301518865822 
eredmenytelenek 	 22415.825307454215 0.46398663080615904 
lennenek 	 13790.34154909852 0.46398663080615904 
vallalat 	 15126.445889093013 0.46398663080615904 
vezetoivelfolytatott 	 22415.825307454215 0.46398663080615904 
bertargyalasok 	 22415.825307454215 0.46398663080615904 
szandekuk 	 19819.295969076662 0.46398663080615904 
komolysagat 	 22415.825307454215 0.46398663080615904 
igazolja 	 16386.870887476078 0.46398663080615904 
egyhonapja 	 22415.825307454215 0.46398663080615904 
ketoras 	 19819.295969076662 0.46398663080615904 
figyelmezteto 	 22415.825307454215 0.46398663080615904 
sztrajkot 	 17222.766630699105 0.46398663080615904 
tartottak 	 12529.916550715458 0.46398663080615904 
szuksegeseten 	 22415.825307454215 0.46398663080615904 
altalanos 	 10510.835658970811 0.46398663080615904 
munkabeszuntetest 	 22415.825307454215 0.46398663080615904 
hirdetnek 	 17222.766630699105 0.46398663080615904 
szakszervezetek 	 13790.34154909852 0.46398663080615904 
berfejlesztest 	 22415.825307454215 0.46398663080615904 
kivannak 	 13790.34154909852 0.46398663080615904 
tulajdonos 	 16386.870887476078 0.46398663080615904 
viszont 	 4394.713776559587 0.7532291368875705 
legfeljebb15 	 22415.825307454215 0.46398663080615904 
szazalekot 	 12807.525014403298 0.46398663080615904 
tart 	 4776.054619726428 0.7532291368875705 
elfogadhatonak 	 22415.825307454215 0.46398663080615904 
belfold 	 9933.3872123379 0.46398663080615904 
nyomozohivatal 	 7092.511020376369 0.7532291368875705 
ellenzeki 	 2517.4051018504997 1.094321030960859 
partok 	 5255.4178294854055 0.7532291368875705 
hasonloan 	 13433.30961555152 0.46398663080615904 
kuncze 	 11193.812210720966 0.46398663080615904 
gabor 	 9933.3872123379 0.46398663080615904 
belugyminiszterhez 	 19819.295969076662 0.46398663080615904 
illetve 	 4658.95399110039 0.7532291368875705 
kisebbik 	 17222.766630699105 0.46398663080615904 
koalicios 	 3503.6118863236043 0.9508009589213122 
partner 	 5505.522127871136 0.7532291368875705 
szdsz 	 2173.03084526314 1.094321030960859 
hez 	 6014.853976971997 0.7532291368875705 
ertenek 	 15126.445889093013 0.46398663080615904 
egyet 	 11011.044255742272 0.46398663080615904 
azzal 	 1819.4982938229746 1.203301518865822 
kozponti 	 5418.390138586982 0.7532291368875705 
jojjon 	 16386.870887476078 0.46398663080615904 
letre 	 5335.13198729181 0.7532291368875705 
fontosnak 	 13790.34154909852 0.46398663080615904 
tartjak 	 11588.492702375182 0.46398663080615904 
anagyobb 	 22415.825307454215 0.46398663080615904 
sulyu 	 11207.912653727108 0.7532291368875705 
buncselekmenyek 	 18300.423674103477 0.46398663080615904 
elleni 	 10069.620407401999 0.46398663080615904 
hatekonyabbfellepest 	 22415.825307454215 0.46398663080615904 
miniszterelnoki 	 6553.682498674184 0.7532291368875705 
hivatal 	 5692.978445748365 0.7532291368875705 
kommunikacios 	 17222.766630699105 0.46398663080615904 
sajtoirodajaszerdan 	 22415.825307454215 0.46398663080615904 
alabbi 	 11193.812210720966 0.46398663080615904 
kozlemenyt 	 19819.295969076662 0.46398663080615904 
juttatta 	 16386.870887476078 0.46398663080615904 
mti 	 15126.445889093013 0.46398663080615904 
kormanyfomegbizasa 	 22415.825307454215 0.46398663080615904 
folytatja 	 15703.894335725921 0.46398663080615904 
gazdasagibuncselekmenyek 	 22415.825307454215 0.46398663080615904 
felderitesevel 	 22415.825307454215 0.46398663080615904 
foglalkozo 	 13107.364997348368 0.46398663080615904 
hivatalletrehozasanak 	 22415.825307454215 0.46398663080615904 
szakmai 	 12271.469254125335 0.46398663080615904 
elokesziteset 	 18300.423674103477 0.46398663080615904 
megfeleloen 	 10210.995676025745 0.46398663080615904 
aszukseges 	 19819.295969076662 0.46398663080615904 
jogszabalyok 	 19819.295969076662 0.46398663080615904 
tervezetet 	 15126.445889093013 0.46398663080615904 
tarcakozi 	 18300.423674103477 0.46398663080615904 
egyeztetesre 	 22415.825307454215 0.46398663080615904 
bocsatotta 	 19819.295969076662 0.46398663080615904 
ele 	 3503.6118863236043 0.9508009589213122 
terjeszti 	 15126.445889093013 0.46398663080615904 
felepitesere 	 19819.295969076662 0.46398663080615904 
vonatkozojavaslatot 	 22415.825307454215 0.46398663080615904 
horn 	 1417.4640575966466 1.2888716957295347 
oszintebb 	 22415.825307454215 0.46398663080615904 
lenne 	 4298.641436171705 0.7532291368875705 
kijelentene 	 22415.825307454215 0.46398663080615904 
hogypont 	 22415.825307454215 0.46398663080615904 
olyan 	 2103.6287293411797 1.094321030960859 
magan 	 17222.766630699105 0.46398663080615904 
eroszakszervezeteket 	 19819.295969076662 0.46398663080615904 
munkasorseget 	 19819.295969076662 0.46398663080615904 
avot 	 22415.825307454215 0.46398663080615904 
akarvisszaallitani 	 22415.825307454215 0.46398663080615904 
kadarjanonak 	 22415.825307454215 0.46398663080615904 
hajdani 	 15703.894335725921 0.46398663080615904 
fonokenek 	 19819.295969076662 0.46398663080615904 
volt 	 764.9559015786108 1.5373360552970963 
ellenkellene 	 22415.825307454215 0.46398663080615904 
utcara 	 15126.445889093013 0.46398663080615904 
vonulni 	 18300.423674103477 0.46398663080615904 
amig 	 5255.4178294854055 0.7532291368875705 
keso 	 17222.766630699105 0.46398663080615904 
keszul 	 12271.469254125335 0.46398663080615904 
nyugdijbotrany 	 22415.825307454215 0.46398663080615904 
majus 	 12271.469254125335 0.46398663080615904 
kerul 	 9552.109239452857 0.46398663080615904 
nyugdijreformrol 	 22415.825307454215 0.46398663080615904 
egyeselemeirol 	 22415.825307454215 0.46398663080615904 
javaslat 	 7313.118646160775 0.7532291368875705 
errol 	 3267.3117094416284 0.9508009589213122 
szerdan 	 7092.511020376369 0.7532291368875705 
kormanyfo 	 10210.995676025745 0.46398663080615904 
tobbminiszterevel 	 22415.825307454215 0.46398663080615904 
ket 	 1417.4640575966466 1.2888716957295347 
frakciovezetojevelallapodott 	 22415.825307454215 0.46398663080615904 
elfogadtak 	 18300.423674103477 0.46398663080615904 
nyugdijkorhatar 	 7851.947167862961 0.7532291368875705 
ferfiak 	 17222.766630699105 0.46398663080615904 
esnok 	 22415.825307454215 0.46398663080615904 
eseteben 	 12029.707953943995 0.46398663080615904 
egyarant 	 5794.246351187591 0.7532291368875705 
lesz 	 1402.4191528941199 1.2888716957295347 
szabalyozas 	 16386.870887476078 0.46398663080615904 
mhes 	 22415.825307454215 0.46398663080615904 
mas 	 2929.809184373058 0.9508009589213122 
lapok 	 12807.525014403298 0.46398663080615904 
tudositasa 	 18300.423674103477 0.46398663080615904 
ban 	 1074.6603590429263 1.4146186126279816 
lepne 	 22415.825307454215 0.46398663080615904 
eletbe 	 15126.445889093013 0.46398663080615904 
anszv 	 22415.825307454215 0.46398663080615904 
tol 	 5178.958233748967 0.7532291368875705 
emelik 	 19819.295969076662 0.46398663080615904 
fel 	 2834.9281151932933 0.9508009589213122 
nyugdijkorhatart 	 19819.295969076662 0.46398663080615904 
szociomed 	 22415.825307454215 0.46398663080615904 
kft 	 13107.364997348368 0.46398663080615904 
reprezentativ 	 18300.423674103477 0.46398663080615904 
felmereset 	 11207.912653727108 0.7532291368875705 
kozli 	 6716.65480777576 0.7532291368875705 
amely 	 2126.19608639497 1.094321030960859 
alakossag 	 7851.947167862961 0.7532291368875705 
szazaleka 	 5418.390138586982 0.7532291368875705 
elutasitja 	 17222.766630699105 0.46398663080615904 
tervezett 	 5596.906105360483 0.7532291368875705 
emeleset 	 14626.23729232155 0.46398663080615904 
szazalekuk 	 22415.825307454215 0.46398663080615904 
tamogatja 	 11802.608120619629 0.46398663080615904 
mifele 	 17222.766630699105 0.46398663080615904 
demokracia 	 4837.46995787389 0.7532291368875705 
ahol 	 2222.3317016722376 1.094321030960859 
tobb 	 2804.8383057882397 0.9508009589213122 
ellenvelemenye 	 22415.825307454215 0.46398663080615904 
folott 	 13107.364997348368 0.46398663080615904 
hoznakminden 	 22415.825307454215 0.46398663080615904 
idos 	 19819.295969076662 0.46398663080615904 
ember 	 9552.109239452857 0.46398663080615904 
alapeletkorulmenyeit 	 22415.825307454215 0.46398663080615904 
megszabo 	 22415.825307454215 0.46398663080615904 
intezkedeseket 	 13433.30961555152 0.46398663080615904 
lakossag 	 10510.835658970811 0.46398663080615904 
elsopri 	 22415.825307454215 0.46398663080615904 
egy 	 764.9559015786108 1.5373360552970963 
csocselek 	 14185.022040752738 0.46398663080615904 
remuralmat 	 18300.423674103477 0.46398663080615904 
vilagegy 	 22415.825307454215 0.46398663080615904 
szot 	 10670.26397458362 0.46398663080615904 
szolhat 	 18300.423674103477 0.46398663080615904 
szocialista 	 4966.69360616895 0.7532291368875705 
heten 	 6014.853976971997 0.7532291368875705 
befejezik 	 22415.825307454215 0.46398663080615904 
szocializmus 	 15703.894335725921 0.46398663080615904 
alapjainakfelszedeset 	 22415.825307454215 0.46398663080615904 
nepjoleti 	 12029.707953943995 0.46398663080615904 
tegnapi 	 10836.780277173964 0.46398663080615904 
sajtotajekoztatojan 	 3670.3480852474245 0.9508009589213122 
elhangzott 	 11802.608120619629 0.46398663080615904 
azok 	 2963.108935562984 0.9508009589213122 
terhes 	 18300.423674103477 0.46398663080615904 
kismamak 	 22415.825307454215 0.46398663080615904 
akik 	 2834.9281151932933 0.9508009589213122 
aprilis 	 5901.304060309814 0.7532291368875705 
elott 	 2126.19608639497 1.094321030960859 
szulesi 	 22415.825307454215 0.46398663080615904 
szabadsagramennek 	 22415.825307454215 0.46398663080615904 
biztositasi 	 18300.423674103477 0.46398663080615904 
jogviszonyuk 	 22415.825307454215 0.46398663080615904 
van 	 1190.2283404305651 1.2888716957295347 
regi 	 3452.638822499312 0.9508009589213122 
szabaly 	 22415.825307454215 0.46398663080615904 
terhessegi 	 22415.825307454215 0.46398663080615904 
gyermekagyi 	 22415.825307454215 0.46398663080615904 
segelyre 	 22415.825307454215 0.46398663080615904 
jogosultak 	 18300.423674103477 0.46398663080615904 
jovohetfotol 	 22415.825307454215 0.46398663080615904 
szazalek 	 10670.26397458362 0.46398663080615904 
tajekoztatonarrol 	 22415.825307454215 0.46398663080615904 
szo 	 4603.039391121038 0.7532291368875705 
esett 	 12529.916550715458 0.46398663080615904 
