term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1335.5267454011803 1.0632172006262433 
dramatists 	 15824.750198480591 0.5489604724752957 
wooden 	 14612.004060129071 0.5489604724752957 
lack 	 6512.22590863236 0.5489604724752957 
speaking 	 8791.786804304627 0.5489604724752957 
fashionable 	 15824.750198480591 0.5489604724752957 
little 	 6940.240531961614 0.5489604724752957 
intellectual 	 8519.6902156913 0.5489604724752957 
recognized 	 9798.175264038677 0.5489604724752957 
masterpiece 	 13084.124619444992 0.5489604724752957 
guilt 	 11326.054704722756 0.5489604724752957 
innonence 	 15824.750198480591 0.5489604724752957 
occupies 	 17897.953415535387 0.5489604724752957 
core 	 9252.851487667958 0.5489604724752957 
motives 	 5663.027352361378 0.8614656498650214 
ascribed 	 15824.750198480591 0.5489604724752957 
offered 	 7626.897686920313 0.5489604724752957 
explanations 	 13751.546981425794 0.5489604724752957 
looking 	 6718.583587249833 0.5489604724752957 
thebes 	 15824.750198480591 0.5489604724752957 
forgiveness 	 15824.750198480591 0.5489604724752957 
contrasts 	 3862.4860234919397 0.8614656498650214 
joyful 	 15824.750198480591 0.5489604724752957 
bleak 	 13751.546981425794 0.5489604724752957 
tragicomedy 	 15824.750198480591 0.5489604724752957 
sequel 	 17897.953415535387 0.5489604724752957 
putting 	 12077.736159710945 0.5489604724752957 
family 	 5106.4450535583655 0.5489604724752957 
oposition 	 17897.953415535387 0.5489604724752957 
contesting 	 17897.953415535387 0.5489604724752957 
power 	 4308.958721765805 0.5489604724752957 
oscar 	 13751.546981425794 0.5489604724752957 
earnest 	 8948.976707767693 0.8614656498650214 
ridicule 	 13084.124619444992 0.5489604724752957 
seriousness 	 12538.800843074274 0.5489604724752957 
exposing 	 12538.800843074274 0.5489604724752957 
absurdity 	 14612.004060129071 0.5489604724752957 
predictability 	 15824.750198480591 0.5489604724752957 
positioning 	 10725.84865459546 0.5489604724752957 
dramas 	 14612.004060129071 0.5489604724752957 
continuing 	 8040.105349316438 0.5489604724752957 
subjugation 	 15824.750198480591 0.5489604724752957 
male 	 9091.136428848564 0.5489604724752957 
drawing 	 11326.054704722756 0.5489604724752957 
shed 	 14612.004060129071 0.5489604724752957 
emotion 	 14612.004060129071 0.5489604724752957 
virgil's 	 15824.750198480591 0.5489604724752957 
public 	 3226.2765532260437 0.5489604724752957 
depicts 	 9798.175264038677 0.5489604724752957 
aeneas 	 14612.004060129071 0.5489604724752957 
internal 	 6648.203869495941 0.5489604724752957 
struggles 	 11010.921402390197 0.5489604724752957 
balance 	 7531.937330261404 0.5489604724752957 
prospero 	 15824.750198480591 0.5489604724752957 
eloquent 	 14612.004060129071 0.5489604724752957 
powerful 	 8937.7181853354 0.5489604724752957 
magician 	 15824.750198480591 0.5489604724752957 
manipulates 	 15824.750198480591 0.5489604724752957 
achieve 	 7826.371588045843 0.5489604724752957 
romeo 	 14612.004060129071 0.5489604724752957 
juliet 	 13751.546981425794 0.5489604724752957 
versions 	 11326.054704722756 0.5489604724752957 
fueding 	 15824.750198480591 0.5489604724752957 
antagonistic 	 15824.750198480591 0.5489604724752957 
parents 	 4326.322718770332 0.8614656498650214 
elect 	 11678.343764370997 0.5489604724752957 
die 	 9252.851487667958 0.5489604724752957 
submit 	 9252.851487667958 0.5489604724752957 
refusal 	 10004.532942656147 0.5489604724752957 
marry 	 12077.736159710945 0.5489604724752957 
devil's 	 15824.750198480591 0.5489604724752957 
disciple 	 14612.004060129071 0.5489604724752957 
trials 	 10725.84865459546 0.5489604724752957 
innocent 	 13084.124619444992 0.5489604724752957 
hysteria 	 13751.546981425794 0.5489604724752957 
optimism 	 11678.343764370997 0.5489604724752957 
imperious 	 15824.750198480591 0.5489604724752957 
dramaturgy 	 15824.750198480591 0.5489604724752957 
notably 	 11010.921402390197 0.5489604724752957 
imposter 	 15824.750198480591 0.5489604724752957 
cid 	 7912.375099240296 0.8614656498650214 
sketches 	 13084.124619444992 0.5489604724752957 
twelve 	 13084.124619444992 0.5489604724752957 
praise 	 13084.124619444992 0.5489604724752957 
folly 	 15824.750198480591 0.5489604724752957 
gargantua 	 15824.750198480591 0.5489604724752957 
prince 	 11678.343764370997 0.5489604724752957 
quiote 	 17897.953415535387 0.5489604724752957 
faustus 	 17897.953415535387 0.5489604724752957 
candide 	 15824.750198480591 0.5489604724752957 
correlations 	 13084.124619444992 0.5489604724752957 
methuselah 	 17897.953415535387 0.5489604724752957 
commitments 	 13751.546981425794 0.5489604724752957 
likes 	 15824.750198480591 0.5489604724752957 
dislikes 	 17897.953415535387 0.5489604724752957 
emma 	 6875.773490712897 0.8614656498650214 
madame 	 6269.400421537137 0.8614656498650214 
bovary 	 6875.773490712897 0.8614656498650214 
products 	 3359.2917936249164 0.8614656498650214 
environments 	 5663.027352361378 0.8614656498650214 
cultures 	 4545.568214424282 0.8614656498650214 
conform 	 6875.773490712897 0.8614656498650214 
rebel 	 6038.868079855472 0.8614656498650214 
lighthouse 	 13751.546981425794 0.5489604724752957 
sene 	 17897.953415535387 0.5489604724752957 
alceste 	 17897.953415535387 0.5489604724752957 
obsession 	 13084.124619444992 0.5489604724752957 
truth 	 9605.140547316201 0.5489604724752957 
colonus 	 17897.953415535387 0.5489604724752957 
known 	 5458.7341132066085 0.5489604724752957 
chernyshevskii 	 14612.004060129071 0.5489604724752957 
conflicting 	 12077.736159710945 0.5489604724752957 
regarding 	 5702.03892081338 0.5489604724752957 
freudian 	 11678.343764370997 0.5489604724752957 
interpretations 	 9605.140547316201 0.5489604724752957 
tyrannus 	 8948.976707767693 0.8614656498650214 
freud's 	 15824.750198480591 0.5489604724752957 
opinion 	 8040.105349316438 0.5489604724752957 
attraction 	 13084.124619444992 0.5489604724752957 
held 	 5651.768829929083 0.5489604724752957 
audiences 	 13751.546981425794 0.5489604724752957 
discovered 	 10004.532942656147 0.5489604724752957 
termed 	 12077.736159710945 0.5489604724752957 
recognition 	 8652.645437540665 0.5489604724752957 
fritz 	 15824.750198480591 0.5489604724752957 
lang's 	 17897.953415535387 0.5489604724752957 
live 	 7626.897686920313 0.5489604724752957 
werner 	 15824.750198480591 0.5489604724752957 
herzog's 	 17897.953415535387 0.5489604724752957 
aguirre 	 17897.953415535387 0.5489604724752957 
pits 	 17897.953415535387 0.5489604724752957 
pitted 	 14612.004060129071 0.5489604724752957 
constitutes 	 11326.054704722756 0.5489604724752957 
matter 	 7531.937330261404 0.5489604724752957 
writers 	 8652.645437540665 0.5489604724752957 
burma 	 13751.546981425794 0.5489604724752957 
considers 	 8152.986670313135 0.5489604724752957 
burmese 	 7306.002030064536 0.8614656498650214 
prose 	 12077.736159710945 0.5489604724752957 
employ 	 11326.054704722756 0.5489604724752957 
vernacular 	 14612.004060129071 0.5489604724752957 
expresses 	 12538.800843074274 0.5489604724752957 
concerns 	 8392.394408964681 0.5489604724752957 
kyin 	 17897.953415535387 0.5489604724752957 
pon 	 17897.953415535387 0.5489604724752957 
nya 	 17897.953415535387 0.5489604724752957 
questions 	 4828.934888806525 0.5489604724752957 
past 	 5148.277903304813 0.5489604724752957 
distinguishes 	 13751.546981425794 0.5489604724752957 
sensual 	 14612.004060129071 0.5489604724752957 
poems 	 11326.054704722756 0.5489604724752957 
piano 	 11678.343764370997 0.5489604724752957 
coy 	 15824.750198480591 0.5489604724752957 
mistress 	 15824.750198480591 0.5489604724752957 
lawrence 	 9605.140547316201 0.5489604724752957 
andrew 	 10004.532942656147 0.5489604724752957 
marvel 	 14612.004060129071 0.5489604724752957 
respectively 	 8270.295823354598 0.5489604724752957 
willy's 	 15824.750198480591 0.5489604724752957 
crisis 	 6022.810302100991 0.5489604724752957 
knowledge 	 6512.22590863236 0.5489604724752957 
top 	 2793.834097852021 0.5489604724752957 
experienced 	 3628.8357037585833 0.5489604724752957 
microsoft 	 1933.065949894009 0.8614656498650214 
internet 	 3096.2125834142853 0.5489604724752957 
explorer 	 4006.580236203541 0.5489604724752957 
msie30 	 4006.580236203541 0.5489604724752957 
http 	 1312.327679097015 0.5489604724752957 
www 	 1300.6668456137843 0.5489604724752957 
com 	 481.23003593203595 1.0632172006262433 
htm 	 1962.2757946857496 0.5489604724752957 
start 	 3226.2765532260437 0.5489604724752957 
send 	 3160.5376432301873 0.5489604724752957 
mailto 	 2172.784757800292 0.5489604724752957 
updated 	 3204.202652298855 0.5489604724752957 
copyright 	 2332.7694144886914 0.5489604724752957 
asm 	 4006.580236203541 0.5489604724752957 
communications 	 3204.202652298855 0.5489604724752957 
reserved 	 3316.2382218407424 0.5489604724752957 
