term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1478.043463861715 1.2646244102379318 
bekovetkezett 	 20148.939484173734 0.39443992743913897 
katasztrofaja 	 27562.0105088452 0.39443992743913897 
yorkbol 	 27562.0105088452 0.39443992743913897 
parizsba 	 24369.37459518609 0.39443992743913897 
tarto 	 15747.853768377361 0.39443992743913897 
oriasgep 	 27562.0105088452 0.39443992743913897 
alig 	 14248.958191975466 0.39443992743913897 
szallt 	 20148.939484173734 0.39443992743913897 
fel 	 1307.1621962006448 1.3255478824776088 
kennedy 	 13763.667656855516 0.39443992743913897 
repuloterrol 	 27562.0105088452 0.39443992743913897 
amikor 	 1149.5893607813339 1.3771490544739369 
island 	 13538.940160691112 0.39443992743913897 
kozeleben 	 18599.148362296426 0.39443992743913897 
helyszinre 	 13781.0052544226 0.6589264118411085 
erkezett 	 15406.512448637319 0.39443992743913897 
mentoalakulatok 	 24369.37459518609 0.39443992743913897 
talaltak 	 18599.148362296426 0.39443992743913897 
tulelot 	 24369.37459518609 0.39443992743913897 
parizsban 	 22501.802307239886 0.39443992743913897 
tudjak 	 13324.668968676797 0.39443992743913897 
allampolgar 	 15747.853768377361 0.39443992743913897 
robbanas 	 24369.37459518609 0.39443992743913897 
oka 	 14248.958191975466 0.39443992743913897 
egyelore 	 15747.853768377361 0.39443992743913897 
ismeretes 	 7873.926884188681 0.6589264118411085 
zarjak 	 21176.738681526982 0.39443992743913897 
terrorakciot 	 27562.0105088452 0.39443992743913897 
sem 	 940.5731133665461 1.4598074596107125 
foleg 	 14791.466854208767 0.39443992743913897 
kezdodo 	 20148.939484173734 0.39443992743913897 
atlantai 	 22501.802307239886 0.39443992743913897 
olimpiai 	 17984.102767867877 0.39443992743913897 
jatekok 	 22501.802307239886 0.39443992743913897 
fenyeben 	 21176.738681526982 0.39443992743913897 
clinton 	 6461.947283131281 0.6589264118411085 
elnok 	 11598.830940549658 0.39443992743913897 
ova 	 22501.802307239886 0.39443992743913897 
intett 	 27562.0105088452 0.39443992743913897 
elhamarkodott 	 24369.37459518609 0.39443992743913897 
kovetkeztetesektol 	 27562.0105088452 0.39443992743913897 
tampai 	 27562.0105088452 0.39443992743913897 
teveallomassal 	 27562.0105088452 0.39443992743913897 
ekozben 	 20148.939484173734 0.39443992743913897 
egy 	 449.8393150883481 1.6992679472327314 
ismeretlen 	 7873.926884188681 0.6589264118411085 
telefonalo 	 27562.0105088452 0.39443992743913897 
azt 	 445.12707721568046 1.6992679472327314 
kozolte 	 3915.021814995538 0.8485986086833873 
hogy 	 159.17391149280007 1.8821354487540694 
dzsihad 	 27562.0105088452 0.39443992743913897 
haboru 	 16517.304882335906 0.39443992743913897 
mozgalom 	 16517.304882335906 0.39443992743913897 
robbantotta 	 27562.0105088452 0.39443992743913897 
gepet 	 24369.37459518609 0.39443992743913897 
orosz 	 3915.021814995538 0.8485986086833873 
patriarka 	 9654.583196790389 0.6589264118411085 
romai 	 11250.901153619943 0.6589264118411085 
pa'pa 	 21176.738681526982 0.39443992743913897 
val 	 16956.303570514625 0.39443992743913897 
talalkozni 	 19309.166393580777 0.39443992743913897 
pannonhalman 	 21176.738681526982 0.39443992743913897 
ortodox 	 7058.912893842327 0.8485986086833873 
egyhaz 	 7873.926884188681 0.6589264118411085 
kulugyi 	 3772.1828206421046 0.9912668645611008 
hivatalanak 	 24369.37459518609 0.39443992743913897 
illetekese 	 21176.738681526982 0.39443992743913897 
mondta 	 3728.6924458749863 0.8485986086833873 
alekszij 	 9654.583196790389 0.6589264118411085 
talalkozik 	 21176.738681526982 0.39443992743913897 
magyarorszagra 	 7395.733427104384 0.6589264118411085 
keszulo 	 19309.166393580777 0.39443992743913897 
katolikus 	 14248.958191975466 0.39443992743913897 
egyhazfovel 	 27562.0105088452 0.39443992743913897 
janos 	 3013.061478981875 0.9912668645611008 
pal 	 6662.334484338398 0.6589264118411085 
papaval 	 22501.802307239886 0.39443992743913897 
tisztsegviselo 	 13781.0052544226 0.6589264118411085 
ugyanakkor 	 3013.061478981875 0.9912668645611008 
elkepzelhetonek 	 22501.802307239886 0.39443992743913897 
tartotta 	 16956.303570514625 0.39443992743913897 
vezetoje 	 6367.934229751133 0.6589264118411085 
ellatogat 	 27562.0105088452 0.39443992743913897 
honfoglalas 	 19309.166393580777 0.39443992743913897 
evfordulojat 	 27562.0105088452 0.39443992743913897 
unneplo 	 27562.0105088452 0.39443992743913897 
illetve 	 11457.09668073059 0.39443992743913897 
alapitasanak 	 24369.37459518609 0.39443992743913897 
ezredik 	 24369.37459518609 0.39443992743913897 
evfordulojarol 	 27562.0105088452 0.39443992743913897 
megemlekezo 	 27562.0105088452 0.39443992743913897 
pannonhalmi 	 21176.738681526982 0.39443992743913897 
apatsagba 	 27562.0105088452 0.39443992743913897 
megjegyezte 	 17441.594105634573 0.39443992743913897 
magyarorszagi 	 3866.276980183219 0.8485986086833873 
latogatas 	 22501.802307239886 0.39443992743913897 
meg 	 333.75174990425825 1.7678685589428738 
szerepel 	 15088.731282568418 0.39443992743913897 
elfogadott 	 3772.1828206421046 0.9912668645611008 
programjaban 	 22501.802307239886 0.39443992743913897 
egyhazfo 	 27562.0105088452 0.39443992743913897 
augusztus 	 5249.28458945912 0.8485986086833873 
szenteli 	 27562.0105088452 0.39443992743913897 
fol 	 6769.470080345556 0.6589264118411085 
ujjaepulo 	 27562.0105088452 0.39443992743913897 
megvalto 	 27562.0105088452 0.39443992743913897 
krisztus 	 21176.738681526982 0.39443992743913897 
szekesegyhaz 	 27562.0105088452 0.39443992743913897 
altemplomat 	 27562.0105088452 0.39443992743913897 
moszkvaban 	 17984.102767867877 0.39443992743913897 
hatarontul 	 14248.958191975466 0.39443992743913897 
erdely 	 7703.256224318659 0.6589264118411085 
eddig 	 12052.2459159275 0.39443992743913897 
barkinek 	 21176.738681526982 0.39443992743913897 
vilagos 	 16517.304882335906 0.39443992743913897 
kormany 	 454.66511172196346 1.6992679472327314 
tudatos 	 5372.176826640557 0.8485986086833873 
szisztematikus 	 24369.37459518609 0.39443992743913897 
nemzetellenes 	 24369.37459518609 0.39443992743913897 
programja 	 8478.151785257312 0.6589264118411085 
gondolkodjek 	 27562.0105088452 0.39443992743913897 
alabbiakon 	 27562.0105088452 0.39443992743913897 
budapesten 	 6999.962285402287 0.6589264118411085 
atadtak 	 24369.37459518609 0.39443992743913897 
roman 	 927.0958396867309 1.5230971294264435 
felnek 	 20148.939484173734 0.39443992743913897 
julius 	 2035.565455996495 1.2646244102379318 
eleji 	 24369.37459518609 0.39443992743913897 
csucson 	 24369.37459518609 0.39443992743913897 
kozos 	 12052.2459159275 0.39443992743913897 
nyilatkozattal 	 22501.802307239886 0.39443992743913897 
kapcsolatos 	 6769.470080345556 0.6589264118411085 
irasos 	 17984.102767867877 0.39443992743913897 
allaspontot 	 17984.102767867877 0.39443992743913897 
amit 	 2586.5760617580013 0.9912668645611008 
bukarest 	 21176.738681526982 0.39443992743913897 
kert 	 17984.102767867877 0.39443992743913897 
magyarorszagtol 	 24369.37459518609 0.39443992743913897 
nyilatkozat 	 17984.102767867877 0.39443992743913897 
hangsulyozza 	 18599.148362296426 0.39443992743913897 
talalkozo 	 16956.303570514625 0.39443992743913897 
alapvetoen 	 3081.302489727464 1.1024774144655403 
hataron 	 7703.256224318659 0.6589264118411085 
tuli 	 8058.265239960835 0.6589264118411085 
magyarok 	 6026.12295796375 0.6589264118411085 
kozott 	 2614.3243924012895 0.9912668645611008 
felmerult 	 20148.939484173734 0.39443992743913897 
vitas 	 19309.166393580777 0.39443992743913897 
kerdesek 	 17441.594105634573 0.39443992743913897 
tisztazasat 	 24369.37459518609 0.39443992743913897 
szolgalta 	 22501.802307239886 0.39443992743913897 
iranyul 	 21176.738681526982 0.39443992743913897 
senki 	 12923.894566262563 0.39443992743913897 
ellen 	 1761.838623866068 1.1916015209676827 
szentivanyi 	 10588.369340763491 0.6589264118411085 
gabor 	 4071.29217832607 0.8485986086833873 
szovivo 	 17984.102767867877 0.39443992743913897 
udvozolte 	 21176.738681526982 0.39443992743913897 
kepviselohaz 	 24369.37459518609 0.39443992743913897 
donteset 	 18599.148362296426 0.39443992743913897 
amellyel 	 16517.304882335906 0.39443992743913897 
nagy 	 1742.8829282675263 1.1916015209676827 
tobbseggel 	 20148.939484173734 0.39443992743913897 
szavazta 	 24369.37459518609 0.39443992743913897 
allando 	 5135.504149545773 0.8485986086833873 
legnagyobb 	 5728.548340365295 0.6589264118411085 
kedvezmenyes 	 19309.166393580777 0.39443992743913897 
kereskedelmi 	 7873.926884188681 0.6589264118411085 
elbanast 	 24369.37459518609 0.39443992743913897 
romanianak 	 17984.102767867877 0.39443992743913897 
phil 	 18599.148362296426 0.39443992743913897 
crane 	 7873.926884188681 0.6589264118411085 
tom 	 7256.114923061134 0.6589264118411085 
lantos 	 3596.820553573575 1.1024774144655403 
kepviselok 	 4373.308050091845 0.8485986086833873 
altal 	 1781.2742611286744 1.1916015209676827 
benyujtott 	 10074.469742086867 0.6589264118411085 
torvenytervezet 	 17441.594105634573 0.39443992743913897 
valasztasok 	 4512.980053563704 0.8485986086833873 
elott 	 5228.648784802579 0.6589264118411085 
valo 	 2671.911391693012 0.9912668645611008 
elfogadasa 	 20148.939484173734 0.39443992743913897 
usa 	 4963.644118308213 0.6589264118411085 
emigracio 	 17984.102767867877 0.39443992743913897 
lobby 	 4837.409948707422 0.8485986086833873 
minden 	 862.1920205860005 1.493421422617186 
lehetseges 	 13538.940160691112 0.39443992743913897 
erovel 	 16956.303570514625 0.39443992743913897 
tiltakozott 	 21176.738681526982 0.39443992743913897 
sot 	 5728.548340365295 0.6589264118411085 
erdekeit 	 15406.512448637319 0.39443992743913897 
szolgalo 	 16517.304882335906 0.39443992743913897 
tiltakozo 	 21176.738681526982 0.39443992743913897 
akciok 	 19309.166393580777 0.39443992743913897 
tovabb 	 12735.868459502266 0.39443992743913897 
folynak 	 9299.574181148213 0.6589264118411085 
minthogy 	 16956.303570514625 0.39443992743913897 
ervenybelepeshez 	 27562.0105088452 0.39443992743913897 
szentatus 	 27562.0105088452 0.39443992743913897 
szavazasa 	 27562.0105088452 0.39443992743913897 
szukseges 	 6026.12295796375 0.6589264118411085 
elkepzelhetetlenul 	 27562.0105088452 0.39443992743913897 
szomoru 	 16517.304882335906 0.39443992743913897 
munkasor 	 19309.166393580777 0.39443992743913897 
avosivadek 	 24369.37459518609 0.39443992743913897 
gepezete 	 22501.802307239886 0.39443992743913897 
egyetlen 	 1864.3462229374932 1.1916015209676827 
szarmazasu 	 17441.594105634573 0.39443992743913897 
kepviselo 	 2899.7077351374146 0.9912668645611008 
orommel 	 18599.148362296426 0.39443992743913897 
udvozli 	 22501.802307239886 0.39443992743913897 
strategia 	 21176.738681526982 0.39443992743913897 
ujabb 	 3965.36512296977 0.8485986086833873 
bukasat 	 27562.0105088452 0.39443992743913897 
erdelyi 	 15406.512448637319 0.39443992743913897 
vereink 	 27562.0105088452 0.39443992743913897 
kezebol 	 18599.148362296426 0.39443992743913897 
szinte 	 2442.775306995642 1.1024774144655403 
utolso 	 4185.072618239417 0.8485986086833873 
nemzetkozi 	 5593.03866881248 0.6589264118411085 
fegyvert 	 19309.166393580777 0.39443992743913897 
kicsavarjak 	 27562.0105088452 0.39443992743913897 
amivel 	 16956.303570514625 0.39443992743913897 
szabadsagjogaikert 	 27562.0105088452 0.39443992743913897 
kuzdhetnenek 	 27562.0105088452 0.39443992743913897 
gazdasag 	 3866.276980183219 0.8485986086833873 
telt 	 19309.166393580777 0.39443992743913897 
bele 	 13999.924570804575 0.39443992743913897 
kideruljon 	 27562.0105088452 0.39443992743913897 
koltsegvetes 	 4373.308050091845 0.8485986086833873 
modositasanak 	 19309.166393580777 0.39443992743913897 
elkerulhetetlensege 	 27562.0105088452 0.39443992743913897 
tovabbra 	 4185.072618239417 0.8485986086833873 
brutto 	 15406.512448637319 0.39443992743913897 
termek 	 17441.594105634573 0.39443992743913897 
szazalekanal 	 22501.802307239886 0.39443992743913897 
kevesebb 	 14248.958191975466 0.39443992743913897 
allamhazartasi 	 27562.0105088452 0.39443992743913897 
hiannyal 	 24369.37459518609 0.39443992743913897 
szamol 	 10074.469742086867 0.6589264118411085 
lapertesulesek 	 18599.148362296426 0.39443992743913897 
penzugyminiszteriumi 	 22501.802307239886 0.39443992743913897 
eloterjesztes 	 9654.583196790389 0.6589264118411085 
mely 	 6026.12295796375 0.6589264118411085 
koltsegvetesi 	 3562.2395479938664 0.9912668645611008 
torveny 	 2796.51933440624 0.9912668645611008 
modositasara 	 22501.802307239886 0.39443992743913897 
tesz 	 15406.512448637319 0.39443992743913897 
javaslatot 	 2958.2933708417536 1.1024774144655403 
tervezet 	 12184.687297593046 0.6589264118411085 
tegnap 	 2476.277180805852 1.1024774144655403 
kerult 	 2899.7077351374146 0.9912668645611008 
ele 	 6461.947283131281 0.6589264118411085 
vegleges 	 16956.303570514625 0.39443992743913897 
dontes 	 7873.926884188681 0.6589264118411085 
szuletett 	 14248.958191975466 0.39443992743913897 
dokumentum 	 7873.926884188681 0.6589264118411085 
abszolut 	 17984.102767867877 0.39443992743913897 
ertekben 	 21176.738681526982 0.39443992743913897 
milliard 	 2319.7661881099316 1.1024774144655403 
forinttal 	 8720.797052817286 0.6589264118411085 
novekszik 	 18599.148362296426 0.39443992743913897 
ugyan 	 4373.308050091845 0.8485986086833873 
allamhaztartas 	 6199.716120765475 0.8485986086833873 
deficitje 	 12184.687297593046 0.6589264118411085 
korabbi 	 6106.938267489105 0.6589264118411085 
elorejelzesnel 	 24369.37459518609 0.39443992743913897 
magasabb 	 16517.304882335906 0.39443992743913897 
gdp 	 6999.962285402287 0.6589264118411085 
vel 	 14791.466854208767 0.39443992743913897 
tuladoztatast 	 27562.0105088452 0.39443992743913897 
jelenlegi 	 5659.79696623158 0.6589264118411085 
kormanyzat 	 4837.409948707422 0.8485986086833873 
csak 	 544.5423287911582 1.64712650155076 
szandekozik 	 20148.939484173734 0.39443992743913897 
megvaltoztatni 	 22501.802307239886 0.39443992743913897 
atlagosan 	 16956.303570514625 0.39443992743913897 
szazalekkal 	 6461.947283131281 0.6589264118411085 
kivanja 	 13324.668968676797 0.39443992743913897 
megemelni 	 27562.0105088452 0.39443992743913897 
fogyasztasi 	 5037.2348710434335 0.9912668645611008 
ado 	 2902.4459692244536 1.1024774144655403 
kulcsait 	 27562.0105088452 0.39443992743913897 
tarca 	 7544.365641284209 0.6589264118411085 
allaspontja 	 17984.102767867877 0.39443992743913897 
osszhangban 	 20148.939484173734 0.39443992743913897 
van 	 1254.410434602208 1.2646244102379318 
aremelkedes 	 24369.37459518609 0.39443992743913897 
ellenes 	 21176.738681526982 0.39443992743913897 
politikajaval 	 24369.37459518609 0.39443992743913897 
hiszen 	 5403.644328572733 0.6589264118411085 
novekedes 	 14512.229846122267 0.39443992743913897 
merteke 	 16956.303570514625 0.39443992743913897 
jovo 	 4307.964855420854 0.8485986086833873 
evi 	 2008.7076526545834 1.1916015209676827 
inflacios 	 22501.802307239886 0.39443992743913897 
szint 	 22501.802307239886 0.39443992743913897 
alatt 	 2114.2063486392817 1.1024774144655403 
marad 	 13324.668968676797 0.39443992743913897 
mint 	 608.6061321783533 1.6136319168617967 
csobanczy 	 12184.687297593046 0.6589264118411085 
peter 	 2385.8081364607897 0.9912668645611008 
adopolitikaval 	 27562.0105088452 0.39443992743913897 
foglalkozo 	 16116.53047992167 0.39443992743913897 
helyettes 	 7544.365641284209 0.6589264118411085 
allamtitkara 	 7124.479095987733 0.6589264118411085 
budapesti 	 12381.38590402926 0.39443992743913897 
iparkamara 	 24369.37459518609 0.39443992743913897 
foruman 	 24369.37459518609 0.39443992743913897 
elmondta 	 2379.2190737818623 1.1024774144655403 
szazalekos 	 2974.023842227328 0.9912668645611008 
elemet 	 20148.939484173734 0.39443992743913897 
kivanjak 	 8258.652441167953 0.6589264118411085 
megszuntetni 	 22501.802307239886 0.39443992743913897 
szeretnek 	 17984.102767867877 0.39443992743913897 
elerni 	 16517.304882335906 0.39443992743913897 
tetelesen 	 22501.802307239886 0.39443992743913897 
hatarozzak 	 24369.37459518609 0.39443992743913897 
terheket 	 21176.738681526982 0.39443992743913897 
alol 	 16956.303570514625 0.39443992743913897 
kivetelt 	 21176.738681526982 0.39443992743913897 
dohanyaruk 	 27562.0105088452 0.39443992743913897 
jelentenek 	 19309.166393580777 0.39443992743913897 
itt 	 3309.0960788721422 0.8485986086833873 
fennmaradna 	 27562.0105088452 0.39443992743913897 
ketelemu 	 27562.0105088452 0.39443992743913897 
hangsulyozta 	 13324.668968676797 0.39443992743913897 
vampotlek 	 21176.738681526982 0.39443992743913897 
leepiteset 	 24369.37459518609 0.39443992743913897 
szemelygepkocsiknal 	 27562.0105088452 0.39443992743913897 
vamtetel 	 27562.0105088452 0.39443992743913897 
vagy 	 5173.152123516003 0.6589264118411085 
emelessel 	 24369.37459518609 0.39443992743913897 
ellensulyozni 	 27562.0105088452 0.39443992743913897 
jelentosen 	 8478.151785257312 0.6589264118411085 
csokkentenek 	 24369.37459518609 0.39443992743913897 
ekszerek 	 27562.0105088452 0.39443992743913897 
valamint 	 5465.06130160295 0.6589264118411085 
kave 	 27562.0105088452 0.39443992743913897 
adojat 	 27562.0105088452 0.39443992743913897 
egyeni 	 16956.303570514625 0.39443992743913897 
kisvallalkozok 	 24369.37459518609 0.39443992743913897 
szamara 	 5528.161139158178 0.6589264118411085 
egymilliorol 	 27562.0105088452 0.39443992743913897 
ketmillio 	 21176.738681526982 0.39443992743913897 
forintra 	 19309.166393580777 0.39443992743913897 
emelik 	 24369.37459518609 0.39443992743913897 
alanyi 	 27562.0105088452 0.39443992743913897 
adomentesseg 	 27562.0105088452 0.39443992743913897 
hatarat 	 22501.802307239886 0.39443992743913897 
allamtitkar 	 6999.962285402287 0.6589264118411085 
egyetertett 	 20148.939484173734 0.39443992743913897 
azzal 	 2796.51933440624 0.9912668645611008 
felvetessel 	 27562.0105088452 0.39443992743913897 
magyarorszagon 	 10807.288657145466 0.39443992743913897 
tuladoztatas 	 11250.901153619943 0.6589264118411085 
ervenyesul 	 20148.939484173734 0.39443992743913897 
ennek 	 1742.8829282675263 1.1916015209676827 
megvaltoztatasat 	 10074.469742086867 0.6589264118411085 
igerte 	 20148.939484173734 0.39443992743913897 
ezt 	 3485.7658565350525 0.8485986086833873 
persze 	 4017.415305309167 0.8485986086833873 
igerhette 	 27562.0105088452 0.39443992743913897 
mert 	 1149.5893607813339 1.3771490544739369 
akkorra 	 27562.0105088452 0.39443992743913897 
lejar 	 22501.802307239886 0.39443992743913897 
rendszer 	 11896.095368909311 0.39443992743913897 
mandatuma 	 21176.738681526982 0.39443992743913897 
vagyis 	 11745.065444986614 0.39443992743913897 
csocselek 	 17441.594105634573 0.39443992743913897 
remuralmanak 	 22501.802307239886 0.39443992743913897 
egyik 	 3602.429552381822 0.8485986086833873 
bevallott 	 22501.802307239886 0.39443992743913897 
eszkoze 	 20148.939484173734 0.39443992743913897 
elszegenyitese 	 24369.37459518609 0.39443992743913897 
gazdasagkutato 	 10588.369340763491 0.6589264118411085 
intezet 	 8478.151785257312 0.6589264118411085 
tiltakozik 	 8992.051383933938 0.6589264118411085 
adopres 	 22501.802307239886 0.39443992743913897 
hegedus 	 22501.802307239886 0.39443992743913897 
miklos 	 13763.667656855516 0.39443992743913897 
ugyvezeto 	 13999.924570804575 0.39443992743913897 
igazgatoja 	 16116.53047992167 0.39443992743913897 
iteli 	 17984.102767867877 0.39443992743913897 
sikeresnek 	 22501.802307239886 0.39443992743913897 
szja 	 21176.738681526982 0.39443992743913897 
modositas 	 20148.939484173734 0.39443992743913897 
tervet 	 17984.102767867877 0.39443992743913897 
adokulcs 	 24369.37459518609 0.39443992743913897 
emelese 	 19309.166393580777 0.39443992743913897 
azoknal 	 24369.37459518609 0.39443992743913897 
vallalkozoknal 	 24369.37459518609 0.39443992743913897 
akik 	 2091.459513921032 1.1024774144655403 
jovedelmuket 	 24369.37459518609 0.39443992743913897 
legalso 	 27562.0105088452 0.39443992743913897 
savnak 	 27562.0105088452 0.39443992743913897 
megfeleloen 	 4185.072618239417 0.8485986086833873 
valljak 	 21176.738681526982 0.39443992743913897 
jelent 	 4071.29217832607 0.8485986086833873 
komoly 	 6999.962285402287 0.6589264118411085 
bevetelkiesest 	 24369.37459518609 0.39443992743913897 
nagyobb 	 12052.2459159275 0.39443992743913897 
tobbletbevetelhez 	 27562.0105088452 0.39443992743913897 
juttatja 	 24369.37459518609 0.39443992743913897 
adohatosagot 	 27562.0105088452 0.39443992743913897 
berbol 	 24369.37459518609 0.39443992743913897 
fizetesbol 	 24369.37459518609 0.39443992743913897 
elo 	 3773.19797748772 0.8485986086833873 
alacsony 	 15406.512448637319 0.39443992743913897 
keresetu 	 27562.0105088452 0.39443992743913897 
embereknel 	 24369.37459518609 0.39443992743913897 
szazalek 	 13119.924150275536 0.39443992743913897 
azonban 	 5343.822783386024 0.6589264118411085 
ervagast 	 27562.0105088452 0.39443992743913897 
jelenthet 	 21176.738681526982 0.39443992743913897 
ugyanigy 	 21176.738681526982 0.39443992743913897 
kispenzuek 	 27562.0105088452 0.39443992743913897 
bannak 	 21176.738681526982 0.39443992743913897 
etkezesi 	 27562.0105088452 0.39443992743913897 
hozzajarulas 	 24369.37459518609 0.39443992743913897 
megadoztatasat 	 27562.0105088452 0.39443992743913897 
osszege 	 21176.738681526982 0.39443992743913897 
eri 	 16517.304882335906 0.39443992743913897 
ezer 	 11896.095368909311 0.39443992743913897 
forintot 	 6367.934229751133 0.6589264118411085 
kulfoldi 	 3965.36512296977 0.8485986086833873 
urakkal 	 27562.0105088452 0.39443992743913897 
lehet 	 2069.260849406401 1.1024774144655403 
kukoricazni 	 27562.0105088452 0.39443992743913897 
tanulsagos 	 24369.37459518609 0.39443992743913897 
sztrajk 	 6199.716120765475 0.8485986086833873 
reggel 	 18599.148362296426 0.39443992743913897 
kor 	 16517.304882335906 0.39443992743913897 
kezdodott 	 7703.256224318659 0.6589264118411085 
szekszardi 	 12184.687297593046 0.6589264118411085 
husipari 	 27562.0105088452 0.39443992743913897 
ben 	 10132.033055017688 0.39443992743913897 
amely 	 3485.7658565350525 0.8485986086833873 
folytatodik 	 10074.469742086867 0.6589264118411085 
helyi 	 7256.114923061134 0.6589264118411085 
szakszervezet 	 19309.166393580777 0.39443992743913897 
beremelest 	 18599.148362296426 0.39443992743913897 
nemreg 	 8992.051383933938 0.6589264118411085 
nemet 	 12555.217854718254 0.39443992743913897 
tulajdonba 	 21176.738681526982 0.39443992743913897 
ceg 	 7124.479095987733 0.6589264118411085 
vezetesetol 	 27562.0105088452 0.39443992743913897 
elutasitott 	 27562.0105088452 0.39443992743913897 
uzemben 	 22501.802307239886 0.39443992743913897 
kialakult 	 15088.731282568418 0.39443992743913897 
feszultseget 	 22501.802307239886 0.39443992743913897 
fokozta 	 27562.0105088452 0.39443992743913897 
alkalmazott 	 17441.594105634573 0.39443992743913897 
orzo 	 22501.802307239886 0.39443992743913897 
vedo 	 24369.37459518609 0.39443992743913897 
szolgalat 	 17984.102767867877 0.39443992743913897 
emberei 	 20148.939484173734 0.39443992743913897 
alkalommal 	 16956.303570514625 0.39443992743913897 
mintegy 	 13119.924150275536 0.39443992743913897 
dolgozot 	 22501.802307239886 0.39443992743913897 
igazoltatas 	 27562.0105088452 0.39443992743913897 
cimen 	 16517.304882335906 0.39443992743913897 
engedtek 	 20148.939484173734 0.39443992743913897 
kapun 	 27562.0105088452 0.39443992743913897 
szakszervezeti 	 17984.102767867877 0.39443992743913897 
vezetot 	 21176.738681526982 0.39443992743913897 
megvertek 	 27562.0105088452 0.39443992743913897 
soran 	 4307.964855420854 0.8485986086833873 
kiss 	 4373.308050091845 0.8485986086833873 
munkaugyi 	 10074.469742086867 0.6589264118411085 
miniszter 	 4127.128634676419 0.8485986086833873 
kapcsolatba 	 27562.0105088452 0.39443992743913897 
lepett 	 15747.853768377361 0.39443992743913897 
munkaadokkal 	 27562.0105088452 0.39443992743913897 
munkavallalokkal 	 27562.0105088452 0.39443992743913897 
javasolva 	 27562.0105088452 0.39443992743913897 
vegyek 	 20148.939484173734 0.39443992743913897 
igenybe 	 15747.853768377361 0.39443992743913897 
konfliktusok 	 22501.802307239886 0.39443992743913897 
kezelese 	 21176.738681526982 0.39443992743913897 
