term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 596.2590062758591 1.6199809957040996 
megint 	 15054.154191222795 0.3829596060860255 
egy 	 429.30648451861856 1.7110113519469188 
nato 	 2771.6875009789865 0.9729421249633845 
kacsa 	 28591.247549123396 0.3829596060860255 
amerikai 	 1957.0494937512296 1.1738831064363713 
kongresszus 	 19293.68885693711 0.3829596060860255 
tervezett 	 14277.638746082426 0.3829596060860255 
torvenyjavaslatanak 	 28591.247549123396 0.3829596060860255 
ertelmeben 	 15981.831628221691 0.3829596060860255 
haromorszaggal 	 28591.247549123396 0.3829596060860255 
lengyelorszaggal 	 23342.07803386717 0.3829596060860255 
magyarorszaggal 	 20901.353203513267 0.3829596060860255 
csehorszaggal 	 28591.247549123396 0.3829596060860255 
bovulne 	 28591.247549123396 0.3829596060860255 
torvenykezdemenyezes 	 28591.247549123396 0.3829596060860255 
tenyerol 	 25279.39032040798 0.3829596060860255 
eduard 	 23342.07803386717 0.3829596060860255 
kukan 	 28591.247549123396 0.3829596060860255 
voltszlovak 	 28591.247549123396 0.3829596060860255 
kulugyminiszter 	 7527.077095611397 0.6428302101436469 
tajekoztatott 	 23342.07803386717 0.3829596060860255 
ertesulest 	 23342.07803386717 0.3829596060860255 
megerositettegyurovszky 	 28591.247549123396 0.3829596060860255 
laszlo 	 1485.6168025545692 1.30906298752838 
polgari 	 7261.359053333072 0.6428302101436469 
alelnoke 	 6911.1233534886815 0.6428302101436469 
vajon 	 2604.8124580913513 1.0843066983086718 
miert 	 2711.9500536025535 0.9729421249633845 
nem 	 173.1074534349268 1.8724758502148935 
eredeti 	 14044.51934168088 0.3829596060860255 
usa 	 5148.999478349249 0.6428302101436469 
forrast 	 23342.07803386717 0.3829596060860255 
idezik 	 21967.53309169256 0.3829596060860255 
ismeretlenmagyar 	 28591.247549123396 0.3829596060860255 
kompetens 	 25279.39032040798 0.3829596060860255 
ebben 	 2267.6563525018582 1.0843066983086718 
alapvetoen 	 15981.831628221691 0.3829596060860255 
fontoskerdesben 	 28591.247549123396 0.3829596060860255 
talan 	 5871.148481253689 0.6428302101436469 
gyurovszky 	 28591.247549123396 0.3829596060860255 
kepes 	 6512.031145228378 0.6428302101436469 
szlovakiat 	 20030.22080515175 0.3829596060860255 
kicsit 	 8567.051967846392 0.6428302101436469 
arrebtolni 	 28591.247549123396 0.3829596060860255 
hogy 	 120.59170913444339 1.9094106317882351 
osszefuggjon 	 28591.247549123396 0.3829596060860255 
tagga 	 25279.39032040798 0.3829596060860255 
valo 	 3695.5833346386485 0.8307392444451568 
csehorszagon 	 28591.247549123396 0.3829596060860255 
keresztulnemetorszaggal 	 28591.247549123396 0.3829596060860255 
magas 	 14522.718106666143 0.3829596060860255 
kormanyhivatalnokok 	 28591.247549123396 0.3829596060860255 
bunpere 	 28591.247549123396 0.3829596060860255 
rendkivuli 	 17134.103935692783 0.3829596060860255 
biztonsagi 	 17589.495974797846 0.3829596060860255 
intezkedesek 	 6218.55862099238 0.8307392444451568 
kozepette 	 20901.353203513267 0.3829596060860255 
tegnap 	 1605.4673754193389 1.30906298752838 
perugiabanmegkezdodott 	 28591.247549123396 0.3829596060860255 
giugio 	 28591.247549123396 0.3829596060860255 
andreotti 	 28591.247549123396 0.3829596060860255 
korabbi 	 12669.97439950627 0.3829596060860255 
hetszeres 	 28591.247549123396 0.3829596060860255 
olasz 	 8567.051967846392 0.6428302101436469 
miniszterelnokpere 	 28591.247549123396 0.3829596060860255 
demokracia 	 6170.163229770808 0.6428302101436469 
egykori 	 3835.9546585654302 0.9729421249633845 
szimbolumat 	 28591.247549123396 0.3829596060860255 
azzal 	 2900.9486278317445 0.9729421249633845 
vadoljak 	 9646.844428468556 0.6428302101436469 
hogyminiszterelnokkent 	 28591.247549123396 0.3829596060860255 
maffiakapcsolatait 	 28591.247549123396 0.3829596060860255 
kihasznalva 	 25279.39032040798 0.3829596060860255 
utasitast 	 23342.07803386717 0.3829596060860255 
adott 	 3961.6448068121845 0.8307392444451568 
egyujsagiro 	 28591.247549123396 0.3829596060860255 
meggyilkolasara 	 28591.247549123396 0.3829596060860255 
milyen 	 5871.148481253689 0.6428302101436469 
lesz 	 1788.7770188275772 1.1738831064363713 
amikor 	 2683.165528241366 0.9729421249633845 
majd 	 1533.2374447093518 1.2474957730632856 
horn 	 1549.6857449157449 1.2474957730632856 
peto 	 2681.3012695441826 1.0843066983086718 
bokros 	 4759.212915360809 0.8307392444451568 
kuncze 	 4759.212915360809 0.8307392444451568 
tobbi 	 13822.246706977363 0.3829596060860255 
cimeres 	 12639.69516020399 0.6428302101436469 
gazember 	 23342.07803386717 0.3829596060860255 
bunpereroladunk 	 28591.247549123396 0.3829596060860255 
tudositast 	 25279.39032040798 0.3829596060860255 
hacsak 	 10983.76654584628 0.6428302101436469 
idoban 	 28591.247549123396 0.3829596060860255 
meg 	 255.53957411822532 1.8172974427636828 
lognak 	 28591.247549123396 0.3829596060860255 
bekeharc 	 28591.247549123396 0.3829596060860255 
nemzetkozi 	 1933.9657518878296 1.1738831064363713 
mereteket 	 28591.247549123396 0.3829596060860255 
olt 	 28591.247549123396 0.3829596060860255 
mar 	 955.4899525692676 1.4452307236960247 
bekehaboru 	 28591.247549123396 0.3829596060860255 
izraeli 	 19293.68885693711 0.3829596060860255 
helikopterek 	 25279.39032040798 0.3829596060860255 
raketakkal 	 28591.247549123396 0.3829596060860255 
lottek 	 25279.39032040798 0.3829596060860255 
libanoni 	 25279.39032040798 0.3829596060860255 
fovarost 	 28591.247549123396 0.3829596060860255 
bejrutot 	 28591.247549123396 0.3829596060860255 
orszag 	 3695.5833346386485 0.8307392444451568 
deli 	 20901.353203513267 0.3829596060860255 
reszen 	 25279.39032040798 0.3829596060860255 
tengerparti 	 28591.247549123396 0.3829596060860255 
utakat 	 28591.247549123396 0.3829596060860255 
cel 	 16335.919519172172 0.3829596060860255 
ahezbollah 	 25279.39032040798 0.3829596060860255 
siita 	 28591.247549123396 0.3829596060860255 
terrorszervezet 	 28591.247549123396 0.3829596060860255 
allasainak 	 28591.247549123396 0.3829596060860255 
megsemmisitese 	 25279.39032040798 0.3829596060860255 
volt 	 487.84827786206654 1.6779494200557796 
legalabb 	 11742.296962507378 0.3829596060860255 
ember 	 4061.218895364456 0.8307392444451568 
meghalt 	 21967.53309169256 0.3829596060860255 
hatvanan 	 28591.247549123396 0.3829596060860255 
megsebesultek 	 28591.247549123396 0.3829596060860255 
hatarontul 	 14781.05128989552 0.3829596060860255 
goncz 	 6804.928092706959 0.6428302101436469 
sajat 	 2834.570440627323 0.9729421249633845 
szakallara 	 28591.247549123396 0.3829596060860255 
folytat 	 18655.67586297714 0.3829596060860255 
kulpolitikat 	 25279.39032040798 0.3829596060860255 
felesegek 	 28591.247549123396 0.3829596060860255 
uzengetesealtal 	 28591.247549123396 0.3829596060860255 
hazater 	 28591.247549123396 0.3829596060860255 
vajdasagi 	 21967.53309169256 0.3829596060860255 
baja 	 20030.22080515175 0.3829596060860255 
esik 	 18655.67586297714 0.3829596060860255 
majdazt 	 28591.247549123396 0.3829596060860255 
mondjak 	 7527.077095611397 0.6428302101436469 
hat 	 2900.9486278317445 0.9729421249633845 
csak 	 894.3885094137886 1.4794282802108671 
olyan 	 1788.7770188275772 1.1738831064363713 
barati 	 20030.22080515175 0.3829596060860255 
levelvaltas 	 28591.247549123396 0.3829596060860255 
kulonbenis 	 28591.247549123396 0.3829596060860255 
leveltitok 	 28591.247549123396 0.3829596060860255 
miatt 	 1847.7916673193242 1.1738831064363713 
mondjuk 	 7671.9093171308605 0.6428302101436469 
benne 	 13609.856185413919 0.3829596060860255 
szlobodan 	 25279.39032040798 0.3829596060860255 
milosevics 	 25279.39032040798 0.3829596060860255 
felesege 	 21967.53309169256 0.3829596060860255 
mirjana 	 28591.247549123396 0.3829596060860255 
markovics 	 25279.39032040798 0.3829596060860255 
arrol 	 1889.7136270848819 1.1738831064363713 
tajekoztattalevelben 	 28591.247549123396 0.3829596060860255 
arpadot 	 25279.39032040798 0.3829596060860255 
szerbiaban 	 21967.53309169256 0.3829596060860255 
megteremtodtek 	 28591.247549123396 0.3829596060860255 
atorvenyes 	 28591.247549123396 0.3829596060860255 
feltetelek 	 17134.103935692783 0.3829596060860255 
katonai 	 7261.359053333072 0.6428302101436469 
behivo 	 28591.247549123396 0.3829596060860255 
elol 	 20901.353203513267 0.3829596060860255 
kulfoldre 	 8794.747987398923 0.6428302101436469 
menekultekvisszateresere 	 28591.247549123396 0.3829596060860255 
ezek 	 3823.0646870600344 0.8307392444451568 
bunozok 	 7322.5110305641865 0.8307392444451568 
egyszemelyben 	 28591.247549123396 0.3829596060860255 
dontik 	 20901.353203513267 0.3829596060860255 
mit 	 3655.2605057890028 0.8307392444451568 
csinal 	 9646.844428468556 0.6428302101436469 
magyarorszag 	 2242.172175590145 1.0843066983086718 
hol 	 7022.25967084044 0.6428302101436469 
itt 	 2059.5997913397 1.0843066983086718 
amugy 	 17134.103935692783 0.3829596060860255 
altalukbitorolt 	 28591.247549123396 0.3829596060860255 
parlamentet 	 23342.07803386717 0.3829596060860255 
sem 	 715.5108075310309 1.5606724756801025 
kerdezik 	 28591.247549123396 0.3829596060860255 
pont 	 7826.091844128518 0.6428302101436469 
ugy 	 1073.2662112965463 1.4062242239440954 
ugyanezeknepidemokraciajaban 	 28591.247549123396 0.3829596060860255 
szinten 	 2436.731337218673 1.0843066983086718 
ban 	 1370.722689670876 1.30906298752838 
kovacs 	 6703.253173860457 0.6428302101436469 
nyilatkozik 	 8794.747987398923 0.6428302101436469 
nemzarva 	 28591.247549123396 0.3829596060860255 
annak 	 2146.5324225930926 1.0843066983086718 
lehetoseget 	 13609.856185413919 0.3829596060860255 
jugoszlaviaval 	 28591.247549123396 0.3829596060860255 
isalapszerzodesben 	 28591.247549123396 0.3829596060860255 
rendezze 	 28591.247549123396 0.3829596060860255 
ketoldalu 	 20901.353203513267 0.3829596060860255 
kapcsolatait 	 21967.53309169256 0.3829596060860255 
valamit 	 8167.959759586086 0.6428302101436469 
mondott 	 7022.25967084044 0.6428302101436469 
teljesen 	 4403.819619301044 0.8307392444451568 
mindegy 	 17589.495974797846 0.3829596060860255 
mert 	 1192.5180125517181 1.3613176976991 
hazudik 	 7990.9158141108455 0.6428302101436469 
gyula 	 1601.5515539929606 1.2474957730632856 
miniszterelnok 	 6251.154036724012 0.6428302101436469 
fogadta 	 17589.495974797846 0.3829596060860255 
parlamentben 	 15343.818634261721 0.3829596060860255 
marko 	 20901.353203513267 0.3829596060860255 
belat 	 14295.623774561698 0.6428302101436469 
azrmdsz 	 28591.247549123396 0.3829596060860255 
elnoket 	 16335.919519172172 0.3829596060860255 
takacs 	 21967.53309169256 0.3829596060860255 
csaba 	 17589.495974797846 0.3829596060860255 
ugyvezeto 	 14522.718106666143 0.3829596060860255 
elnokot 	 17134.103935692783 0.3829596060860255 
tabajdi 	 21967.53309169256 0.3829596060860255 
csabaallamtitkar 	 28591.247549123396 0.3829596060860255 
talalkozo 	 17589.495974797846 0.3829596060860255 
utan 	 1807.9667024017024 1.1738831064363713 
elmondta 	 2056.7210765902696 1.1738831064363713 
kormany 	 1205.3111349344683 1.3613176976991 
romankapcsolatok 	 28591.247549123396 0.3829596060860255 
szelesitesere 	 28591.247549123396 0.3829596060860255 
javitasara 	 25279.39032040798 0.3829596060860255 
torekszik 	 18655.67586297714 0.3829596060860255 
semmiben 	 25279.39032040798 0.3829596060860255 
igy 	 1788.7770188275772 1.1738831064363713 
alapszerzodes 	 17589.495974797846 0.3829596060860255 
tekinteteben 	 20901.353203513267 0.3829596060860255 
fog 	 4403.819619301044 0.8307392444451568 
romaniai 	 17589.495974797846 0.3829596060860255 
magyarsagnelkul 	 28591.247549123396 0.3829596060860255 
ellenere 	 12183.656686093367 0.3829596060860255 
donteni 	 21967.53309169256 0.3829596060860255 
parizsi 	 8794.747987398923 0.6428302101436469 
beke 	 17589.495974797846 0.3829596060860255 
mondja 	 4468.835449240304 0.8307392444451568 
erdelyi 	 15981.831628221691 0.3829596060860255 
magyarok 	 12502.308073448025 0.3829596060860255 
autonomiajat 	 25279.39032040798 0.3829596060860255 
azt 	 965.4757633035958 1.4452307236960247 
roman 	 4167.436024482675 0.8307392444451568 
engedelyezi 	 14295.623774561698 0.6428302101436469 
akkor 	 1019.1691707227932 1.4452307236960247 
bekeervenytelenne 	 28591.247549123396 0.3829596060860255 
valt 	 6911.1233534886815 0.6428302101436469 
szempontbol 	 17134.103935692783 0.3829596060860255 
traian 	 28591.247549123396 0.3829596060860255 
chebeleu 	 28591.247549123396 0.3829596060860255 
allamfo 	 16718.36357643633 0.3829596060860255 
szovivoje 	 18092.90851861094 0.3829596060860255 
kijelentette 	 4281.246334451571 0.8307392444451568 
bukarest 	 21967.53309169256 0.3829596060860255 
tovabbra 	 4341.354096818919 0.8307392444451568 
autonomiat 	 20901.353203513267 0.3829596060860255 
elfogadhatatlan 	 17589.495974797846 0.3829596060860255 
ajanlas 	 12639.69516020399 0.6428302101436469 
kiegeszito 	 21967.53309169256 0.3829596060860255 
ertelmezes 	 28591.247549123396 0.3829596060860255 
keruljonbele 	 28591.247549123396 0.3829596060860255 
alapszerzodesbe 	 28591.247549123396 0.3829596060860255 
gazdasag 	 2406.3922811092602 1.0843066983086718 
kezd 	 9646.844428468556 0.6428302101436469 
beerni 	 28591.247549123396 0.3829596060860255 
nagy 	 1084.7800214410215 1.4062242239440954 
hazugsagok 	 9530.415849707799 0.8307392444451568 
leleplezesenek 	 28591.247549123396 0.3829596060860255 
ideje 	 6911.1233534886815 0.6428302101436469 
tuladagoltak 	 28591.247549123396 0.3829596060860255 
gyogyszert 	 23342.07803386717 0.3829596060860255 
ekkora 	 9327.83793148857 0.6428302101436469 
gazdasagi 	 1401.3576097438406 1.30906298752838 
egyensulyjavulashozkisebb 	 28591.247549123396 0.3829596060860255 
dozis 	 28591.247549123396 0.3829596060860255 
elegendo 	 16718.36357643633 0.3829596060860255 
lett 	 11603.794511326978 0.3829596060860255 
volna 	 1231.8611115462163 1.3613176976991 
penzugyi 	 6015.980702773151 0.6428302101436469 
megszoritasokbol 	 28591.247549123396 0.3829596060860255 
allitotta 	 15981.831628221691 0.3829596060860255 
tavaly 	 3167.4935998765677 0.9729421249633845 
alkalmazott 	 18092.90851861094 0.3829596060860255 
gazdasagpolitikarol 	 23342.07803386717 0.3829596060860255 
oblath 	 28591.247549123396 0.3829596060860255 
gabor 	 4223.324799835424 0.8307392444451568 
akopint 	 28591.247549123396 0.3829596060860255 
datorg 	 28591.247549123396 0.3829596060860255 
foosztalyvezetoje 	 21967.53309169256 0.3829596060860255 
azon 	 4113.442153180539 0.8307392444451568 
sajtotajekoztaton 	 15981.831628221691 0.3829596060860255 
amelyena 	 28591.247549123396 0.3829596060860255 
kilatasairol 	 28591.247549123396 0.3829596060860255 
iden 	 4341.354096818919 0.8307392444451568 
keszitett 	 7527.077095611397 0.6428302101436469 
elso 	 2771.6875009789865 0.9729421249633845 
jelentesuketmutattak 	 28591.247549123396 0.3829596060860255 
intezet 	 17589.495974797846 0.3829596060860255 
munkatarsai 	 21967.53309169256 0.3829596060860255 
eszerint 	 5863.1653249326155 0.8307392444451568 
azeletszinvonal 	 28591.247549123396 0.3829596060860255 
csokkenes 	 21967.53309169256 0.3829596060860255 
folytatodik 	 20901.353203513267 0.3829596060860255 
kisebbmertekben 	 28591.247549123396 0.3829596060860255 
kutatoceg 	 28591.247549123396 0.3829596060860255 
szerint 	 825.5893933050356 1.5096545676951982 
ossztermek 	 28591.247549123396 0.3829596060860255 
gdp 	 14522.718106666143 0.3829596060860255 
szazalekkal 	 2681.3012695441826 1.0843066983086718 
folyo 	 7826.091844128518 0.6428302101436469 
fizetesi 	 5572.787858812111 0.8307392444451568 
merleg 	 8167.959759586086 0.6428302101436469 
hianya2 	 28591.247549123396 0.3829596060860255 
milliard 	 4010.6538018487677 0.8307392444451568 
dollar 	 5734.597030590051 0.6428302101436469 
korul 	 5217.394562752345 0.8307392444451568 
varhato 	 3630.679526666536 0.9729421249633845 
allamhaztartas 	 19293.68885693711 0.3829596060860255 
hianya 	 7671.9093171308605 0.6428302101436469 
privatizacios 	 7527.077095611397 0.6428302101436469 
bevetelek 	 25279.39032040798 0.3829596060860255 
szazalek 	 3402.4640463534797 0.9729421249633845 
fogyasztoiarak 	 28591.247549123396 0.3829596060860255 
emelkednek 	 25279.39032040798 0.3829596060860255 
kis 	 12183.656686093367 0.3829596060860255 
hazugsagegy 	 28591.247549123396 0.3829596060860255 
ket 	 1205.3111349344683 1.3613176976991 
napon 	 16718.36357643633 0.3829596060860255 
belul 	 6170.163229770808 0.6428302101436469 
leleplezodik 	 28591.247549123396 0.3829596060860255 
mig 	 5871.148481253689 0.6428302101436469 
arro 	 28591.247549123396 0.3829596060860255 
valok 	 28591.247549123396 0.3829596060860255 
azokkal 	 18655.67586297714 0.3829596060860255 
jelentos 	 4341.354096818919 0.8307392444451568 
idot 	 18092.90851861094 0.3829596060860255 
eveket 	 21967.53309169256 0.3829596060860255 
tudjanak 	 20901.353203513267 0.3829596060860255 
rabolnia 	 28591.247549123396 0.3829596060860255 
hivatasos 	 16718.36357643633 0.3829596060860255 
hazudozok 	 23342.07803386717 0.3829596060860255 
egyik 	 1868.4768129917875 1.1738831064363713 
alapveto 	 14277.638746082426 0.3829596060860255 
hazugsag 	 5445.306506390724 0.8307392444451568 
negyedelheti 	 28591.247549123396 0.3829596060860255 
lengyel 	 16718.36357643633 0.3829596060860255 
modra 	 28591.247549123396 0.3829596060860255 
allamadossagat 	 28591.247549123396 0.3829596060860255 
mertaz 	 25279.39032040798 0.3829596060860255 
hosszu 	 7022.25967084044 0.6428302101436469 
tavu 	 20901.353203513267 0.3829596060860255 
katasztrofahoz 	 28591.247549123396 0.3829596060860255 
vezet 	 7990.9158141108455 0.6428302101436469 
nos 	 15981.831628221691 0.3829596060860255 
lengyelorszag 	 9046.45425930547 0.6428302101436469 
marismessze 	 28591.247549123396 0.3829596060860255 
elott 	 1807.9667024017024 1.1738831064363713 
rohamos 	 28591.247549123396 0.3829596060860255 
novekedessel 	 28591.247549123396 0.3829596060860255 
ami 	 1341.582764120683 1.30906298752838 
tortenelmi 	 12502.308073448025 0.3829596060860255 
teny 	 4840.906035555381 0.8307392444451568 
masik 	 3961.6448068121845 0.8307392444451568 
hogya 	 18655.67586297714 0.3829596060860255 
csomagok 	 14295.623774561698 0.6428302101436469 
versenykepesseget 	 25279.39032040798 0.3829596060860255 
novelik 	 28591.247549123396 0.3829596060860255 
kereskedelmi 	 8167.959759586086 0.6428302101436469 
egyensulyat 	 20901.353203513267 0.3829596060860255 
javitjak 	 25279.39032040798 0.3829596060860255 
nezzuk 	 6676.740268383916 0.8307392444451568 
elotti 	 15343.818634261721 0.3829596060860255 
hireket 	 25279.39032040798 0.3829596060860255 
millio 	 1740.5223837276237 1.2474957730632856 
dollarra 	 18092.90851861094 0.3829596060860255 
rugott 	 28591.247549123396 0.3829596060860255 
kulkereskedelem 	 28591.247549123396 0.3829596060860255 
elsokethavi 	 28591.247549123396 0.3829596060860255 
hasonlo 	 4607.415568992455 0.8307392444451568 
idoszakaban 	 20901.353203513267 0.3829596060860255 
dollarralszemben 	 28591.247549123396 0.3829596060860255 
vagyis 	 6091.828343046684 0.6428302101436469 
hirhedt 	 21967.53309169256 0.3829596060860255 
hatasara 	 19293.68885693711 0.3829596060860255 
merlegharminc 	 28591.247549123396 0.3829596060860255 
ahelyett 	 23342.07803386717 0.3829596060860255 
hogyszemernyit 	 28591.247549123396 0.3829596060860255 
javult 	 9327.83793148857 0.6428302101436469 
sajnos 	 14277.638746082426 0.3829596060860255 
ugymukodnek 	 28591.247549123396 0.3829596060860255 
mire 	 18092.90851861094 0.3829596060860255 
futamido 	 28591.247549123396 0.3829596060860255 
lejar 	 23342.07803386717 0.3829596060860255 
hazug 	 17589.495974797846 0.3829596060860255 
sag 	 28591.247549123396 0.3829596060860255 
kiderul 	 14781.05128989552 0.3829596060860255 
addigra 	 25279.39032040798 0.3829596060860255 
valasztok 	 6676.740268383916 0.8307392444451568 
elfelejtik 	 28591.247549123396 0.3829596060860255 
hamis 	 18092.90851861094 0.3829596060860255 
igeret 	 21967.53309169256 0.3829596060860255 
valaszto 	 20901.353203513267 0.3829596060860255 
hagyd 	 28591.247549123396 0.3829596060860255 
magad 	 23342.07803386717 0.3829596060860255 
hulyenek 	 23342.07803386717 0.3829596060860255 
nezni 	 20901.353203513267 0.3829596060860255 
nak 	 2533.9948799012545 1.0843066983086718 
pongracz 	 12639.69516020399 0.6428302101436469 
tibor 	 3130.4367376514074 1.0843066983086718 
mdf 	 1067.4815420461252 1.4452307236960247 
gazdasagpolitikaiszakkollegiumanak 	 28591.247549123396 0.3829596060860255 
ugyvivoje 	 10983.76654584628 0.6428302101436469 
akiszerint 	 28591.247549123396 0.3829596060860255 
gazdasagpolitikaja 	 21967.53309169256 0.3829596060860255 
legkevesbe 	 23342.07803386717 0.3829596060860255 
szocialista 	 3167.4935998765677 0.9729421249633845 
nelkulozi 	 28591.247549123396 0.3829596060860255 
elorelatast 	 28591.247549123396 0.3829596060860255 
nincsenek 	 15652.183688257035 0.3829596060860255 
elvei 	 28591.247549123396 0.3829596060860255 
szakerto 	 18092.90851861094 0.3829596060860255 
ugylatja 	 28591.247549123396 0.3829596060860255 
del 	 15343.818634261721 0.3829596060860255 
amerikanizalodott 	 28591.247549123396 0.3829596060860255 
lakossag 	 6703.253173860457 0.6428302101436469 
felso 	 18092.90851861094 0.3829596060860255 
szazaleka 	 13822.246706977363 0.3829596060860255 
meggazdagodott 	 28591.247549123396 0.3829596060860255 
viszont 	 5605.430438975362 0.6428302101436469 
kozepretegek 	 25279.39032040798 0.3829596060860255 
jelenlegigazdasagpolitika 	 28591.247549123396 0.3829596060860255 
egyertelmu 	 18655.67586297714 0.3829596060860255 
karvallottjai 	 28591.247549123396 0.3829596060860255 
lesullyedtek 	 28591.247549123396 0.3829596060860255 
leszakadokorhoz 	 28591.247549123396 0.3829596060860255 
tartoznak 	 19293.68885693711 0.3829596060860255 
azok 	 3779.4272541697637 0.8307392444451568 
vallalkozasok 	 20901.353203513267 0.3829596060860255 
amelyek 	 3823.0646870600344 0.8307392444451568 
korulindultak 	 28591.247549123396 0.3829596060860255 
piac 	 18092.90851861094 0.3829596060860255 
beszukulese 	 28591.247549123396 0.3829596060860255 
tudjak 	 13822.246706977363 0.3829596060860255 
fizetni 	 9327.83793148857 0.6428302101436469 
hiteleket 	 23342.07803386717 0.3829596060860255 
slassan 	 28591.247549123396 0.3829596060860255 
bankarok 	 20901.353203513267 0.3829596060860255 
martalekaiva 	 28591.247549123396 0.3829596060860255 
valnak 	 21967.53309169256 0.3829596060860255 
radikalisiranyvaltas 	 28591.247549123396 0.3829596060860255 
azonban 	 1847.7916673193242 1.1738831064363713 
jovore 	 16335.919519172172 0.3829596060860255 
tolmegkezdodik 	 28591.247549123396 0.3829596060860255 
valasztasi 	 13609.856185413919 0.3829596060860255 
gazdasagpolitika 	 15981.831628221691 0.3829596060860255 
hirtelen 	 16335.919519172172 0.3829596060860255 
jobbanfogja 	 28591.247549123396 0.3829596060860255 
erezni 	 20901.353203513267 0.3829596060860255 
magat 	 11603.794511326978 0.3829596060860255 
persze 	 6251.154036724012 0.6428302101436469 
modja 	 20901.353203513267 0.3829596060860255 
van 	 759.064470178489 1.4794282802108671 
hatalmonlevo 	 28591.247549123396 0.3829596060860255 
bunozo 	 9646.844428468556 0.6428302101436469 
