term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 2867.92096122408 0.9397136648137394 
olimpiarol 	 24949.349627241445 0.36276365128079235 
sportolok 	 30559.962585469482 0.36276365128079235 
utolso 	 3480.2158914484435 0.9397136648137394 
csoportja 	 20622.199454243997 0.36276365128079235 
masodik 	 15522.71271886647 0.36276365128079235 
aranygep 	 30559.962585469482 0.36276365128079235 
budapest 	 13022.589932163839 0.36276365128079235 
sportcsarnokban 	 27020.059934349843 0.36276365128079235 
megrendezett 	 22340.563166668533 0.36276365128079235 
unnepsegen 	 24949.349627241445 0.36276365128079235 
kormany 	 772.9833360540388 1.5374183386609679 
tobb 	 1274.6315383218134 1.3320277951796453 
tagja 	 7060.58187393379 0.614134471019389 
mellett 	 6275.419693127373 0.614134471019389 
gyula 	 5991.405033873415 0.614134471019389 
miniszterelnok 	 13363.18278172856 0.36276365128079235 
gallov 	 27020.059934349843 0.36276365128079235 
rezso 	 22340.563166668533 0.36276365128079235 
otsh 	 13510.029967174922 0.614134471019389 
elnoke 	 2423.8009611190855 1.051167520624743 
rovid 	 16729.950208440496 0.36276365128079235 
beszedeben 	 8934.772162501082 0.614134471019389 
figyelmeztetett 	 24949.349627241445 0.36276365128079235 
sport 	 9669.368334506706 0.614134471019389 
nem 	 147.0728698063631 1.8906058714257932 
kap 	 15260.75786442925 0.36276365128079235 
megfelelo 	 13920.863565793774 0.36276365128079235 
tamogatast 	 16729.950208440496 0.36276365128079235 
sydney 	 24949.349627241445 0.36276365128079235 
olimpian 	 15279.981292734741 0.614134471019389 
legjobb 	 17460.766216913413 0.36276365128079235 
versenyzoink 	 30559.962585469482 0.36276365128079235 
leszerepelnek 	 30559.962585469482 0.36276365128079235 
igeretet 	 22340.563166668533 0.36276365128079235 
tett 	 4039.6682685318087 0.7985911224000931 
arra 	 828.1964314864701 1.5124317953553448 
hogy 	 83.12814380359653 1.9366622806729126 
jovoben 	 7505.79324800798 0.614134471019389 
nagyobb 	 3340.79569543214 0.9397136648137394 
allami 	 2510.167877250949 1.051167520624743 
tamogatasban 	 27020.059934349843 0.36276365128079235 
reszesul 	 24949.349627241445 0.36276365128079235 
majd 	 1433.96048061204 1.2786465240631246 
vajon 	 3480.2158914484435 0.9397136648137394 
mikor 	 14546.993624719313 0.36276365128079235 
jovore 	 5820.255405637804 0.7985911224000931 
mennyi 	 9400.330257774445 0.614134471019389 
lesz 	 1911.9473074827201 1.1414187889157816 
tamogatas 	 17869.544325002164 0.36276365128079235 
greminger 	 30559.962585469482 0.36276365128079235 
janos 	 6681.59139086428 0.614134471019389 
elnokhelyettese 	 27020.059934349843 0.36276365128079235 
kozolte 	 6511.2949660819195 0.614134471019389 
milliard 	 6430.224664935638 0.614134471019389 
forintra 	 21409.446976121802 0.36276365128079235 
lenne 	 2344.1710426619215 1.051167520624743 
szukseg 	 4576.041236928457 0.7985911224000931 
lapertesulesek 	 20622.199454243997 0.36276365128079235 
szerint 	 521.4401747680146 1.6595487408252474 
varhato 	 3880.6781797166177 0.9397136648137394 
osszeg 	 8934.772162501082 0.614134471019389 
meg 	 273.1353296403886 1.8059377350875723 
egymilliard 	 19338.73666901341 0.36276365128079235 
forintot 	 3530.290936966895 0.9397136648137394 
sem 	 819.4059889211658 1.5124317953553448 
eri 	 18313.911427288203 0.36276365128079235 
joval 	 4467.386081250541 0.9397136648137394 
kevesebb 	 15798.834017893769 0.36276365128079235 
mint 	 674.8049320527248 1.5804227251200258 
sportnak 	 30559.962585469482 0.36276365128079235 
iden 	 2784.1727131587545 1.051167520624743 
juto 	 3354.3081833186 1.2159922228716482 
csaknem 	 9156.955713644102 0.614134471019389 
forint 	 2865.928334776505 1.051167520624743 
vagyis 	 13022.589932163839 0.36276365128079235 
pufajkasnal 	 30559.962585469482 0.36276365128079235 
kozel 	 7164.820836941262 0.614134471019389 
egyharmadra 	 30559.962585469482 0.36276365128079235 
valo 	 2370.0306517370755 1.051167520624743 
zsugoritas 	 27020.059934349843 0.36276365128079235 
tamogatasnak 	 30559.962585469482 0.36276365128079235 
szamit 	 16729.950208440496 0.36276365128079235 
megrogzott 	 30559.962585469482 0.36276365128079235 
hazudozo 	 21409.446976121802 0.36276365128079235 
keleti 	 9156.955713644102 0.614134471019389 
ismet 	 2540.6596938120333 1.051167520624743 
kutyaszoritoban 	 30559.962585469482 0.36276365128079235 
persze 	 2672.636556345712 1.051167520624743 
rugja 	 27020.059934349843 0.36276365128079235 
pufajkas 	 14546.993624719313 0.36276365128079235 
hirosimai 	 30559.962585469482 0.36276365128079235 
atomtamadas 	 30559.962585469482 0.36276365128079235 
evfordulojan 	 22340.563166668533 0.36276365128079235 
hazank 	 15798.834017893769 0.36276365128079235 
atommentesseget 	 30559.962585469482 0.36276365128079235 
kovetelo 	 23480.1572832302 0.36276365128079235 
civilszervezetek 	 30559.962585469482 0.36276365128079235 
emlekeztettek 	 30559.962585469482 0.36276365128079235 
gyorgy 	 6201.400017721523 0.614134471019389 
honvedelmi 	 19940.25463211056 0.36276365128079235 
miniszter 	 2745.6247421570743 1.051167520624743 
november 	 6129.465683387064 0.614134471019389 
ellenzeki 	 4576.041236928457 0.7985911224000931 
kepviselokent 	 27020.059934349843 0.36276365128079235 
javasolta 	 19338.73666901341 0.36276365128079235 
alkotmanyba 	 23480.1572832302 0.36276365128079235 
vegyek 	 22340.563166668533 0.36276365128079235 
magyarorszag 	 3994.2700225822764 0.7985911224000931 
teruleten 	 7505.79324800798 0.614134471019389 
lehet 	 955.9736537413601 1.4533799733332937 
tomegpusztito 	 15279.981292734741 0.614134471019389 
fegyvereket 	 27020.059934349843 0.36276365128079235 
elhelyezni 	 27020.059934349843 0.36276365128079235 
javier 	 19940.25463211056 0.36276365128079235 
solana 	 19940.25463211056 0.36276365128079235 
nato 	 2962.5383146713443 0.9397136648137394 
fotitkar 	 23480.1572832302 0.36276365128079235 
viszont 	 2995.7025169367075 0.9397136648137394 
legutobb 	 19338.73666901341 0.36276365128079235 
hangsulyozta 	 14774.008776168563 0.36276365128079235 
tagorszagoknak 	 30559.962585469482 0.36276365128079235 
kell 	 1042.8803495360291 1.4181442440381409 
fogadniuk 	 27020.059934349843 0.36276365128079235 
atomfegyverek 	 27020.059934349843 0.36276365128079235 
esetleges 	 17460.766216913413 0.36276365128079235 
allomasoztatasat 	 30559.962585469482 0.36276365128079235 
keleteuropa 	 27020.059934349843 0.36276365128079235 
egeszsegugyi 	 2011.342754671798 1.2786465240631246 
katasztrofa 	 10704.723488060901 0.614134471019389 
economist 	 24949.349627241445 0.36276365128079235 
londoni 	 19338.73666901341 0.36276365128079235 
lap 	 4576.041236928457 0.7985911224000931 
kelet 	 3582.410418470631 0.9397136648137394 
europai 	 2540.6596938120333 1.051167520624743 
helyzetrol 	 23480.1572832302 0.36276365128079235 
kozol 	 20622.199454243997 0.36276365128079235 
megdobbento 	 23480.1572832302 0.36276365128079235 
adatokat 	 18800.66051554889 0.36276365128079235 
ujsag 	 17460.766216913413 0.36276365128079235 
nehany 	 6275.419693127373 0.614134471019389 
posztkommunista 	 24949.349627241445 0.36276365128079235 
orszag 	 1316.6836954094863 1.3320277951796453 
polgarai 	 30559.962585469482 0.36276365128079235 
joggal 	 9669.368334506706 0.614134471019389 
gondolhatjak 	 30559.962585469482 0.36276365128079235 
kapitalizmus 	 13510.029967174922 0.614134471019389 
halalos 	 18313.911427288203 0.36276365128079235 
oroszorszagban 	 10704.723488060901 0.614134471019389 
peldaul 	 4396.682519106951 0.7985911224000931 
elettartam 	 30559.962585469482 0.36276365128079235 
evrol 	 23480.1572832302 0.36276365128079235 
evre 	 7630.378932214625 0.614134471019389 
esett 	 5694.098934374785 0.7985911224000931 
vissza 	 6430.224664935638 0.614134471019389 
jelcini 	 27020.059934349843 0.36276365128079235 
eraban 	 27020.059934349843 0.36276365128079235 
bulgariaban 	 30559.962585469482 0.36276365128079235 
pedig 	 1274.6315383218134 1.3320277951796453 
csecsemohalandosagi 	 30559.962585469482 0.36276365128079235 
rata 	 22340.563166668533 0.36276365128079235 
kozott 	 11594.750040810583 0.36276365128079235 
ezer 	 2198.3412595534755 1.1414187889157816 
szuletesre 	 30559.962585469482 0.36276365128079235 
szazalekos 	 2638.0095114641704 1.051167520624743 
halalozasrol 	 30559.962585469482 0.36276365128079235 
szazalekra 	 9669.368334506706 0.614134471019389 
emelkedett 	 10311.099727121999 0.614134471019389 
demokraciaba 	 30559.962585469482 0.36276365128079235 
kapitalizmusba 	 30559.962585469482 0.36276365128079235 
atmenet 	 23480.1572832302 0.36276365128079235 
ami 	 1911.9473074827201 1.1414187889157816 
munkanelkuliseget 	 24949.349627241445 0.36276365128079235 
zurzavart 	 30559.962585469482 0.36276365128079235 
egyeb 	 14329.641673882525 0.36276365128079235 
stresszhelyzeteket 	 30559.962585469482 0.36276365128079235 
eredmenyezett 	 24949.349627241445 0.36276365128079235 
orszagot 	 8045.371018687192 0.614134471019389 
betegge 	 30559.962585469482 0.36276365128079235 
ennek 	 1159.4750040810582 1.3780528450427538 
ellenere 	 4340.863310721279 0.7985911224000931 
egy 	 224.93497735090824 1.8373997908189799 
legutobbi 	 9400.330257774445 0.614134471019389 
vilagbanki 	 24949.349627241445 0.36276365128079235 
konferencia 	 19338.73666901341 0.36276365128079235 
kovetkeztetesre 	 30559.962585469482 0.36276365128079235 
jutott 	 4924.669592056188 0.7985911224000931 
kommunizmus 	 8934.772162501082 0.614134471019389 
vadolhato 	 24949.349627241445 0.36276365128079235 
regioban 	 30559.962585469482 0.36276365128079235 
uralkodo 	 22340.563166668533 0.36276365128079235 
katasztrofalis 	 21409.446976121802 0.36276365128079235 
allapotokert 	 30559.962585469482 0.36276365128079235 
mikozben 	 4848.997874906438 0.7985911224000931 
nemi 	 18800.66051554889 0.36276365128079235 
remenyt 	 24949.349627241445 0.36276365128079235 
jelent 	 13542.394152004716 0.36276365128079235 
javulasra 	 30559.962585469482 0.36276365128079235 
napok 	 27020.059934349843 0.36276365128079235 
daniaban 	 30559.962585469482 0.36276365128079235 
honfoglalas 	 21409.446976121802 0.36276365128079235 
evforduloja 	 13510.029967174922 0.614134471019389 
tiszteletere 	 22340.563166668533 0.36276365128079235 
het 	 3949.708504473442 0.9397136648137394 
nyilt 	 5694.098934374785 0.7985911224000931 
hetfon 	 3159.7668035787538 1.051167520624743 
daniai 	 15279.981292734741 0.614134471019389 
fyn 	 30559.962585469482 0.36276365128079235 
sziget 	 13510.029967174922 0.614134471019389 
varosaiban 	 15279.981292734741 0.614134471019389 
dan 	 8200.17599049546 0.614134471019389 
kapcsolatfejlesztesi 	 30559.962585469482 0.36276365128079235 
tarsasag 	 17082.296803124354 0.36276365128079235 
szervezte 	 30559.962585469482 0.36276365128079235 
rendezvenyeken 	 15279.981292734741 0.614134471019389 
alkotasaival 	 30559.962585469482 0.36276365128079235 
reszt 	 4776.547224627508 0.7985911224000931 
vesz 	 17869.544325002164 0.36276365128079235 
gyorfy 	 30559.962585469482 0.36276365128079235 
lajos 	 7899.417008946884 0.614134471019389 
puspokladanyi 	 27020.059934349843 0.36276365128079235 
szobraszmuvesz 	 30559.962585469482 0.36276365128079235 
horvath 	 19338.73666901341 0.36276365128079235 
mihaly 	 16729.950208440496 0.36276365128079235 
york 	 4221.453708313595 0.614134471019389 
kavehaz 	 30559.962585469482 0.36276365128079235 
oscar 	 23480.1572832302 0.36276365128079235 
dijas 	 22340.563166668533 0.36276365128079235 
foszakacsa 	 30559.962585469482 0.36276365128079235 
bosendorfer 	 30559.962585469482 0.36276365128079235 
ferenc 	 15522.71271886647 0.36276365128079235 
szijgyarto 	 30559.962585469482 0.36276365128079235 
nepmuvesz 	 30559.962585469482 0.36276365128079235 
kiallitjak 	 30559.962585469482 0.36276365128079235 
azokat 	 14121.16374786758 0.36276365128079235 
nyelven 	 20622.199454243997 0.36276365128079235 
irodalmi 	 20622.199454243997 0.36276365128079235 
muveket 	 30559.962585469482 0.36276365128079235 
amelyek 	 4086.3104555913756 0.7985911224000931 
peldanyai 	 30559.962585469482 0.36276365128079235 
legtobb 	 8934.772162501082 0.614134471019389 
konyvtarbol 	 30559.962585469482 0.36276365128079235 
kolcsonozhetok 	 30559.962585469482 0.36276365128079235 
fellep 	 30559.962585469482 0.36276365128079235 
vadrozsa 	 30559.962585469482 0.36276365128079235 
neptanccsoport 	 30559.962585469482 0.36276365128079235 
budapesti 	 4576.041236928457 0.7985911224000931 
pecsi 	 22340.563166668533 0.36276365128079235 
sebestyen 	 27020.059934349843 0.36276365128079235 
enek 	 27020.059934349843 0.36276365128079235 
zenetagozatos 	 30559.962585469482 0.36276365128079235 
altalanos 	 7164.820836941262 0.614134471019389 
iskola 	 17460.766216913413 0.36276365128079235 
enekkara 	 30559.962585469482 0.36276365128079235 
valamint 	 4039.6682685318087 0.7985911224000931 
miskolc 	 30559.962585469482 0.36276365128079235 
dixieland 	 30559.962585469482 0.36276365128079235 
band 	 15798.834017893769 0.36276365128079235 
hatarontul 	 15798.834017893769 0.36276365128079235 
felvidek 	 8934.772162501082 0.614134471019389 
totok 	 24949.349627241445 0.36276365128079235 
hadat 	 13510.029967174922 0.614134471019389 
uzennek 	 30559.962585469482 0.36276365128079235 
nekunk 	 5003.862165338653 0.7985911224000931 
tudom 	 5694.098934374785 0.7985911224000931 
hogyan 	 4924.669592056188 0.7985911224000931 
kepzelik 	 30559.962585469482 0.36276365128079235 
magyarokkal 	 30559.962585469482 0.36276365128079235 
magyarorszaggal 	 11170.281583334267 0.614134471019389 
egyuttmukodest 	 19940.25463211056 0.36276365128079235 
szlovak 	 5363.580679124795 0.7985911224000931 
nemzeti 	 2019.8341342659044 1.1414187889157816 
kepviseloi 	 7387.004388084281 0.614134471019389 
azt 	 354.7347998319518 1.7527892580058855 
szerzodest 	 5466.783993663639 0.7985911224000931 
vonjak 	 11740.0786416151 0.614134471019389 
ketsegbe 	 11740.0786416151 0.614134471019389 
amelyet 	 6771.197076002358 0.614134471019389 
parlamenti 	 12550.839386254745 0.36276365128079235 
altal 	 3950.051086228459 0.7985911224000931 
ratifikalt 	 23480.1572832302 0.36276365128079235 
parlament 	 13022.589932163839 0.36276365128079235 
irja 	 5694.098934374785 0.7985911224000931 
pozsonyi 	 10311.099727121999 0.614134471019389 
pravda 	 18313.911427288203 0.36276365128079235 
hetfoi 	 7136.482325373934 0.7985911224000931 
szamaban 	 15522.71271886647 0.36276365128079235 
julius 	 7899.417008946884 0.614134471019389 
lorincz 	 30559.962585469482 0.36276365128079235 
kommentator 	 27020.059934349843 0.36276365128079235 
szerzo 	 8730.383108456706 0.614134471019389 
mult 	 6681.59139086428 0.614134471019389 
alapszerzodest 	 22340.563166668533 0.36276365128079235 
ketsegbevono 	 30559.962585469482 0.36276365128079235 
kijelentesevel 	 23480.1572832302 0.36276365128079235 
kapcsolatban 	 7505.79324800798 0.614134471019389 
boncolgatja 	 30559.962585469482 0.36276365128079235 
nemzetiek 	 27020.059934349843 0.36276365128079235 
tudtak 	 17082.296803124354 0.36276365128079235 
kivel 	 27020.059934349843 0.36276365128079235 
szerzodott 	 27020.059934349843 0.36276365128079235 
szlovakia 	 8200.17599049546 0.614134471019389 
eppen 	 12402.800035443046 0.36276365128079235 
csucsra 	 24949.349627241445 0.36276365128079235 
volt 	 573.584192244816 1.6317718025815107 
ahhoz 	 13190.047557320853 0.36276365128079235 
oly 	 7899.417008946884 0.614134471019389 
sokszor 	 8934.772162501082 0.614134471019389 
abszurd 	 24949.349627241445 0.36276365128079235 
modon 	 3175.8246172650415 0.9397136648137394 
hasonlitjak 	 30559.962585469482 0.36276365128079235 
ossze 	 4576.041236928457 0.7985911224000931 
naci 	 22340.563166668533 0.36276365128079235 
nemetorszag 	 18800.66051554889 0.36276365128079235 
mai 	 4183.613128751582 0.7985911224000931 
politikajat 	 22340.563166668533 0.36276365128079235 
tudjak 	 7387.004388084281 0.614134471019389 
hitler 	 17460.766216913413 0.36276365128079235 
birodalma 	 27020.059934349843 0.36276365128079235 
akkor 	 1331.4233408607588 1.3320277951796453 
mondta 	 3100.7000088607615 0.9397136648137394 
fel 	 1656.3928629729403 1.2159922228716482 
szovjetunioval 	 30559.962585469482 0.36276365128079235 
kotott 	 16400.35198099092 0.36276365128079235 
amikor 	 955.9736537413601 1.4533799733332937 
uzent 	 30559.962585469482 0.36276365128079235 
neki 	 4776.547224627508 0.7985911224000931 
teszi 	 6960.431782896887 0.614134471019389 
fol 	 3002.317299203192 1.051167520624743 
kerdest 	 16729.950208440496 0.36276365128079235 
oroszorszag 	 17460.766216913413 0.36276365128079235 
vedelmezoje 	 30559.962585469482 0.36276365128079235 
hirugynokseg 	 5585.140791667133 0.9397136648137394 
jelentese 	 6874.066484747998 0.7985911224000931 
nikolaj 	 30559.962585469482 0.36276365128079235 
trucuk 	 30559.962585469482 0.36276365128079235 
orosz 	 6511.2949660819195 0.614134471019389 
ugyvivo 	 24949.349627241445 0.36276365128079235 
kommentalta 	 27020.059934349843 0.36276365128079235 
vlagyimir 	 30559.962585469482 0.36276365128079235 
andrejevnek 	 30559.962585469482 0.36276365128079235 
kulugyminiszterium 	 19338.73666901341 0.36276365128079235 
tajekoztatasi 	 27020.059934349843 0.36276365128079235 
foosztalya 	 27020.059934349843 0.36276365128079235 
vezetojenek 	 24949.349627241445 0.36276365128079235 
augusztus 	 8730.383108456706 0.614134471019389 
jei 	 24949.349627241445 0.36276365128079235 
csucstalalkozoval 	 30559.962585469482 0.36276365128079235 
foglalkozo 	 17869.544325002164 0.36276365128079235 
sajtotajekoztatojan 	 3002.317299203192 1.051167520624743 
elhangzottakat 	 27020.059934349843 0.36276365128079235 
eszerint 	 18800.66051554889 0.36276365128079235 
oroszorszagot 	 27020.059934349843 0.36276365128079235 
tajekoztattak 	 11740.0786416151 0.614134471019389 
arrol 	 1514.8756006994283 1.2786465240631246 
szomszedos 	 18800.66051554889 0.36276365128079235 
orszagok 	 7505.79324800798 0.614134471019389 
negativan 	 30559.962585469482 0.36276365128079235 
reagaltak 	 27020.059934349843 0.36276365128079235 
tanacskozas 	 30559.962585469482 0.36276365128079235 
zaronyilatkozatara 	 30559.962585469482 0.36276365128079235 
andrejev 	 30559.962585469482 0.36276365128079235 
megengedhetetlen 	 27020.059934349843 0.36276365128079235 
barki 	 16400.35198099092 0.36276365128079235 
nemzetkozi 	 6201.400017721523 0.614134471019389 
helyzet 	 3636.748406179828 0.9397136648137394 
rosszabbodasahoz 	 30559.962585469482 0.36276365128079235 
vezeto 	 4707.054582622527 0.7985911224000931 
lepeseket 	 7136.482325373934 0.7985911224000931 
tegyen 	 22340.563166668533 0.36276365128079235 
erdely 	 17082.296803124354 0.36276365128079235 
funar 	 11170.281583334267 0.614134471019389 
betiltana 	 27020.059934349843 0.36276365128079235 
reformatus 	 6104.637142429401 0.7985911224000931 
vilagkongresszust 	 30559.962585469482 0.36276365128079235 
mediafax 	 30559.962585469482 0.36276365128079235 
gheorghe 	 10311.099727121999 0.614134471019389 
vezette 	 17869.544325002164 0.36276365128079235 
roman 	 6681.59139086428 0.614134471019389 
egysegpart 	 24949.349627241445 0.36276365128079235 
rnep 	 27020.059934349843 0.36276365128079235 
kolozs 	 13510.029967174922 0.614134471019389 
megyei 	 5466.783993663639 0.7985911224000931 
szervezete 	 19940.25463211056 0.36276365128079235 
szolitotta 	 24949.349627241445 0.36276365128079235 
grigore 	 30559.962585469482 0.36276365128079235 
zanc 	 30559.962585469482 0.36276365128079235 
prefektust 	 30559.962585469482 0.36276365128079235 
kepviselojet 	 24949.349627241445 0.36276365128079235 
aki 	 1031.9557813293143 1.4181442440381409 
egyben 	 18313.911427288203 0.36276365128079235 
kormanypart 	 22340.563166668533 0.36276365128079235 
szervezetenek 	 23480.1572832302 0.36276365128079235 
vezetoje 	 14121.16374786758 0.36276365128079235 
tiltsa 	 30559.962585469482 0.36276365128079235 
vilagtalalkozo 	 13510.029967174922 0.614134471019389 
megyebe 	 30559.962585469482 0.36276365128079235 
tervezett 	 7630.378932214625 0.614134471019389 
rendezvenyeit 	 30559.962585469482 0.36276365128079235 
utasitsa 	 27020.059934349843 0.36276365128079235 
rendfenntartokat 	 30559.962585469482 0.36276365128079235 
erovel 	 18800.66051554889 0.36276365128079235 
lepjenek 	 30559.962585469482 0.36276365128079235 
azokkal 	 19940.25463211056 0.36276365128079235 
reformatusokkal 	 30559.962585469482 0.36276365128079235 
szemben 	 2510.167877250949 1.051167520624743 
akik 	 1449.3437551013228 1.2786465240631246 
megsertik 	 30559.962585469482 0.36276365128079235 
romania 	 13542.394152004716 0.36276365128079235 
torvenyeit 	 30559.962585469482 0.36276365128079235 
alkotmanyat 	 30559.962585469482 0.36276365128079235 
bukaresti 	 20622.199454243997 0.36276365128079235 
radio 	 5559.668625106229 0.614134471019389 
beszamolt 	 11170.281583334267 0.614134471019389 
reformatusok 	 24949.349627241445 0.36276365128079235 
vilagtalalkozojanak 	 30559.962585469482 0.36276365128079235 
esemenyeirol 	 27020.059934349843 0.36276365128079235 
hirperiodusaiban 	 30559.962585469482 0.36276365128079235 
fovarosi 	 7899.417008946884 0.614134471019389 
lapok 	 8730.383108456706 0.614134471019389 
kozul 	 3175.8246172650415 0.9397136648137394 
rovidebb 	 23480.1572832302 0.36276365128079235 
hosszabb 	 18313.911427288203 0.36276365128079235 
tudositast 	 27020.059934349843 0.36276365128079235 
kozolt 	 17869.544325002164 0.36276365128079235 
szombati 	 9970.12731605528 0.614134471019389 
megnyitorol 	 30559.962585469482 0.36276365128079235 
vasarnapi 	 19338.73666901341 0.36276365128079235 
rendezvenyekrol 	 30559.962585469482 0.36276365128079235 
lapjelentesek 	 24949.349627241445 0.36276365128079235 
egyike 	 19338.73666901341 0.36276365128079235 
mulasztja 	 27020.059934349843 0.36276365128079235 
megemliteni 	 27020.059934349843 0.36276365128079235 
evenimentul 	 27020.059934349843 0.36276365128079235 
zilei 	 27020.059934349843 0.36276365128079235 
cimben 	 30559.962585469482 0.36276365128079235 
tortent 	 2638.0095114641704 1.051167520624743 
incidens 	 30559.962585469482 0.36276365128079235 
rendorseg 	 5174.23757295549 0.7985911224000931 
emberet 	 30559.962585469482 0.36276365128079235 
mozgositotta 	 30559.962585469482 0.36276365128079235 
nagyvaradi 	 24949.349627241445 0.36276365128079235 
rendezveny 	 30559.962585469482 0.36276365128079235 
alkalmabol 	 10311.099727121999 0.614134471019389 
rompres 	 27020.059934349843 0.36276365128079235 
reszletesen 	 19940.25463211056 0.36276365128079235 
ismerteti 	 19940.25463211056 0.36276365128079235 
tokes 	 5820.255405637804 0.7985911224000931 
laszlo 	 4234.432823020055 0.7985911224000931 
kiralyhagomelleki 	 30559.962585469482 0.36276365128079235 
puspoknek 	 27020.059934349843 0.36276365128079235 
megnyitojan 	 30559.962585469482 0.36276365128079235 
elhangzott 	 5363.580679124795 0.7985911224000931 
beszedet 	 19940.25463211056 0.36276365128079235 
kiralyhago 	 27020.059934349843 0.36276365128079235 
melleki 	 27020.059934349843 0.36276365128079235 
puspok 	 18313.911427288203 0.36276365128079235 
temesvari 	 9006.68664478328 0.7985911224000931 
olimpia 	 8316.449875747148 0.7985911224000931 
csarnokban 	 30559.962585469482 0.36276365128079235 
megtartott 	 23480.1572832302 0.36276365128079235 
okumenikus 	 13510.029967174922 0.614134471019389 
rendezvenyen 	 19940.25463211056 0.36276365128079235 
megnyito 	 22340.563166668533 0.36276365128079235 
egyebek 	 20622.199454243997 0.36276365128079235 
utalt 	 18800.66051554889 0.36276365128079235 
osszejovetel 	 30559.962585469482 0.36276365128079235 
alkalom 	 27020.059934349843 0.36276365128079235 
ragalmak 	 30559.962585469482 0.36276365128079235 
gyanusitasok 	 30559.962585469482 0.36276365128079235 
eloszlatasara 	 30559.962585469482 0.36276365128079235 
felhivta 	 18800.66051554889 0.36276365128079235 
figyelmet 	 14329.641673882525 0.36276365128079235 
tarsadalmi 	 3297.5118893302133 0.9397136648137394 
igazsagossag 	 27020.059934349843 0.36276365128079235 
nelkul 	 5925.076629342689 0.614134471019389 
nincs 	 1147.168384489632 1.3780528450427538 
igazi 	 16729.950208440496 0.36276365128079235 
demokracia 	 13190.047557320853 0.36276365128079235 
hiteles 	 21409.446976121802 0.36276365128079235 
keresztenyseg 	 24949.349627241445 0.36276365128079235 
felkerte 	 24949.349627241445 0.36276365128079235 
egybegyulteket 	 30559.962585469482 0.36276365128079235 
egyperces 	 30559.962585469482 0.36276365128079235 
nema 	 23480.1572832302 0.36276365128079235 
csenddel 	 30559.962585469482 0.36276365128079235 
adozzanak 	 30559.962585469482 0.36276365128079235 
esemenyek 	 22340.563166668533 0.36276365128079235 
terror 	 17460.766216913413 0.36276365128079235 
aldozatainak 	 23480.1572832302 0.36276365128079235 
meghivott 	 27020.059934349843 0.36276365128079235 
vendegek 	 30559.962585469482 0.36276365128079235 
elsonek 	 27020.059934349843 0.36276365128079235 
felszolalo 	 27020.059934349843 0.36276365128079235 
ciuhandu 	 30559.962585469482 0.36276365128079235 
polgarmester 	 17460.766216913413 0.36276365128079235 
meltatta 	 24949.349627241445 0.36276365128079235 
temesvar 	 30559.962585469482 0.36276365128079235 
