term 	 tf-idf weight 	 BM25 ranking 
 law 	 74.02509964282577 1.8549253712854679 
legal 	 906.5604558473729 1.361226719108171 
specialty 	 4288.383751793053 1.0317117646788632 
arguing 	 4021.4878289587314 1.0317117646788632 
representing 	 2854.7615783931988 1.0317117646788632 
disagrees 	 2441.347859290236 1.361226719108171 
judge's 	 2809.409012167567 1.361226719108171 
jury's 	 2594.107039762132 1.361226719108171 
seek 	 3072.253244623265 1.0317117646788632 
advice 	 3346.0677587020946 1.0317117646788632 
lawyer 	 4146.573412825811 1.0317117646788632 
regarding 	 1012.2977823309611 1.361226719108171 
prospects 	 2708.0459189265707 1.0317117646788632 
outcome 	 657.0731046408139 1.683919567098139 
served 	 3410.4511070711487 1.0317117646788632 
notice 	 1075.9820447383456 1.5234125961394989 
opposing 	 3715.96946801494 1.0317117646788632 
likewise 	 4882.695718580472 1.0317117646788632 
contact 	 1714.5867107698195 1.0317117646788632 
attorney 	 2979.8471622602783 1.0317117646788632 
term 	 2080.0168345290676 1.0317117646788632 
describe 	 3227.9461342150366 1.0317117646788632 
reviews 	 755.3611923579047 1.5234125961394989 
lower 	 198.79459962273828 1.8549253712854679 
adverse 	 2226.045886884801 1.361226719108171 
granted 	 977.39874033253 1.6199165755404243 
united 	 244.04159876174054 1.7294739739633762 
constitution 	 964.9472689036609 1.5234125961394989 
provides 	 1889.5567682965902 1.0317117646788632 
check 	 2816.13914028373 1.0317117646788632 
power 	 1529.9612713190522 1.0317117646788632 
judges 	 1303.1983204433732 1.5234125961394989 
interpret 	 4645.717267084782 1.0317117646788632 
erroneously 	 5618.818024335134 1.0317117646788632 
overturned 	 4882.695718580472 1.0317117646788632 
authority 	 770.7549219845722 1.5234125961394989 
know 	 2641.649299812394 1.0317117646788632 
governance 	 6354.940330089797 1.0317117646788632 
checked 	 4645.717267084782 1.0317117646788632 
discretion 	 2441.347859290236 1.361226719108171 
supreme 	 413.5488295301404 1.7635515884588293 
single 	 2288.923167018377 1.0317117646788632 
decided 	 993.2823874200927 1.5234125961394989 
hears 	 2594.107039762132 1.361226719108171 
rare 	 4882.695718580472 1.0317117646788632 
circumstances 	 2288.923167018377 1.0317117646788632 
favorable 	 4288.383751793053 1.0317117646788632 
ground 	 1586.736327787729 1.361226719108171 
reasoning 	 2073.2867064129055 1.361226719108171 
appellant 	 1037.6428159048528 1.683919567098139 
opposition 	 2385.5351954728594 1.0317117646788632 
appellee 	 5618.818024335134 1.0317117646788632 
agrees 	 3808.375550377927 1.0317117646788632 
argue 	 1303.1983204433732 1.5234125961394989 
left 	 2312.2647659537165 1.0317117646788632 
determination 	 1642.6827616020346 1.361226719108171 
appealable 	 1270.9880660179595 1.683919567098139 
final 	 105.00606278590125 1.9247328470765412 
judgments 	 6354.940330089797 1.0317117646788632 
conclude 	 4288.383751793053 1.0317117646788632 
particular 	 668.9154683366418 1.5234125961394989 
time 	 253.15381439275745 1.6199165755404243 
course 	 2520.1455068616297 1.0317117646788632 
numerous 	 2641.649299812394 1.0317117646788632 
rule 	 740.6090578321036 1.5234125961394989 
motion 	 852.6127767677872 1.6199165755404243 
limit 	 3121.6575012275207 1.0317117646788632 
questions 	 428.6466776924549 1.6199165755404243 
deposition 	 5618.818024335134 1.0317117646788632 
grant 	 3630.964112465644 1.0317117646788632 
deny 	 4645.717267084782 1.0317117646788632 
request 	 1447.4209033554912 1.361226719108171 
dismissed 	 4645.717267084782 1.0317117646788632 
insufficient 	 5188.214079524264 1.0317117646788632 
evidence 	 219.19334502271104 1.8427735671464351 
wrongdoing 	 6354.940330089797 1.0317117646788632 
complete 	 2360.5458072232327 1.0317117646788632 
considered 	 550.0929745812763 1.6199165755404243 
example 	 624.6077157309236 1.5234125961394989 
denies 	 4645.717267084782 1.0317117646788632 
dismiss 	 2226.045886884801 1.361226719108171 
continue 	 1232.1189309500558 1.361226719108171 
denying 	 4288.383751793053 1.0317117646788632 
interim 	 4882.695718580472 1.0317117646788632 
interlocutory 	 6354.940330089797 1.0317117646788632 
hand 	 859.7202295960129 1.5234125961394989 
grants 	 3909.59496133012 1.0317117646788632 
matter 	 2674.3288013164865 1.0317117646788632 
sufficient 	 3552.2614460383916 1.0317117646788632 
grounds 	 2073.2867064129055 1.361226719108171 
exist 	 3121.6575012275207 1.0317117646788632 
called 	 619.4397407358356 1.5234125961394989 
disposition 	 4882.695718580472 1.0317117646788632 
judgment 	 556.5114717212002 1.7900043183161856 
disposes 	 6354.940330089797 1.0317117646788632 
concerned 	 2549.2432174494074 1.0317117646788632 
hearing 	 3072.253244623265 1.0317117646788632 
heard 	 1857.98473400747 1.361226719108171 
finding 	 780.4143753068802 1.6199165755404243 
plaintiff 	 357.36286669882935 1.8653335471230694 
proved 	 4288.383751793053 1.0317117646788632 
failed 	 1389.4360793220806 1.361226719108171 
prove 	 3478.991016519249 1.0317117646788632 
litigation 	 1340.4959429862438 1.5234125961394989 
stage 	 3630.964112465644 1.0317117646788632 
appropriate 	 2549.2432174494074 1.0317117646788632 
input 	 3808.375550377927 1.0317117646788632 
confusing 	 4645.717267084782 1.0317117646788632 
inefficient 	 5188.214079524264 1.0317117646788632 
involved 	 1989.1922863377397 1.0317117646788632 
forever 	 2441.347859290236 1.361226719108171 
parties 	 467.2261877737206 1.683919567098139 
bound 	 3478.991016519249 1.0317117646788632 
keep 	 2491.8238284603744 1.0317117646788632 
moving 	 3227.9461342150366 1.0317117646788632 
exercising 	 4645.717267084782 1.0317117646788632 
reasonable 	 3285.365523204069 1.0317117646788632 
length 	 1815.482056232822 1.361226719108171 
statute 	 3909.59496133012 1.0317117646788632 
limitations 	 3478.991016519249 1.0317117646788632 
dictating 	 5618.818024335134 1.0317117646788632 
district 	 334.2911001645608 1.7900043183161856 
court's 	 558.5135659043028 1.7635515884588293 
appealed 	 1429.4612505976845 1.5234125961394989 
days 	 747.908285501872 1.5234125961394989 
agent 	 2894.8418067109824 1.0317117646788632 
officer 	 3227.9461342150366 1.0317117646788632 
wishes 	 3715.96946801494 1.0317117646788632 
question 	 416.00336690581355 1.683919567098139 
entered 	 2010.7439144793657 1.361226719108171 
employment 	 1354.0229594632854 1.361226719108171 
discrimination 	 723.7104516777456 1.6199165755404243 
sought 	 4146.573412825811 1.0317117646788632 
pay 	 770.7549219845722 1.5234125961394989 
damages 	 2010.7439144793657 1.361226719108171 
issued 	 1489.9235811301392 1.361226719108171 
setting 	 2464.2378619001115 1.0317117646788632 
forth 	 3715.96946801494 1.0317117646788632 
findings 	 1512.5227363865197 1.361226719108171 
conclusions 	 3285.365523204069 1.0317117646788632 
stating 	 3552.2614460383916 1.0317117646788632 
defendant 	 829.3146825651621 1.683919567098139 
months 	 2312.2647659537165 1.0317117646788632 
awarding 	 4452.091773769602 1.0317117646788632 
retroactive 	 6354.940330089797 1.0317117646788632 
promotion 	 3410.4511070711487 1.0317117646788632 
month 	 2579.160688788039 1.0317117646788632 
attorney's 	 4021.4878289587314 1.0317117646788632 
fees 	 1776.1307230191958 1.361226719108171 
expenses 	 1536.1266223116324 1.361226719108171 
arose 	 5188.214079524264 1.0317117646788632 
clock 	 6354.940330089797 1.0317117646788632 
started 	 3227.9461342150366 1.0317117646788632 
ticking 	 6354.940330089797 1.0317117646788632 
file 	 744.9617905650696 1.6199165755404243 
purposes 	 2579.160688788039 1.0317117646788632 
held 	 2006.7464050099252 1.0317117646788632 
granting 	 4288.383751793053 1.0317117646788632 
dispensed 	 6354.940330089797 1.0317117646788632 
issues 	 368.7307623117154 1.6199165755404243 
raised 	 1613.9730671075183 1.361226719108171 
plaintiff's 	 2594.107039762132 1.361226719108171 
complaint 	 4452.091773769602 1.0317117646788632 
decide 	 3173.472655575458 1.0317117646788632 
limited 	 2243.724856505616 1.0317117646788632 
outline 	 2979.8471622602783 1.0317117646788632 
specific 	 381.84617179606136 1.5234125961394989 
answered 	 2322.858633542391 1.361226719108171 
broad 	 2742.868710764587 1.0317117646788632 
err 	 1588.7350825224491 1.6199165755404243 
deciding 	 4021.4878289587314 1.0317117646788632 
favor 	 3121.6575012275207 1.0317117646788632 
usually 	 1337.1644006582433 1.361226719108171 
critical 	 1040.0084172645338 1.361226719108171 
historically 	 3227.9461342150366 1.0317117646788632 
filing 	 1857.98473400747 1.361226719108171 
writ 	 3177.4701650448983 1.361226719108171 
error 	 507.4659208626274 1.7635515884588293 
overturn 	 2594.107039762132 1.361226719108171 
based 	 435.54251571161234 1.5234125961394989 
simply 	 2816.13914028373 1.0317117646788632 
wrong 	 1739.4955082596246 1.361226719108171 
age 	 515.304970912376 1.6199165755404243 
instance 	 3478.991016519249 1.0317117646788632 
challenging 	 4452.091773769602 1.0317117646788632 
bases 	 3478.991016519249 1.0317117646788632 
structured 	 2322.858633542391 1.361226719108171 
ruled 	 1269.4585167926423 1.5234125961394989 
act 	 1938.2064955618248 1.0317117646788632 
apply 	 2816.13914028373 1.0317117646788632 
required 	 2200.371898325105 1.0317117646788632 
replaced 	 4146.573412825811 1.0317117646788632 
worker 	 2979.8471622602783 1.0317117646788632 
outside 	 2520.1455068616297 1.0317117646788632 
protected 	 3909.59496133012 1.0317117646788632 
establish 	 3025.0454727730394 1.0317117646788632 
prima 	 5618.818024335134 1.0317117646788632 
facie 	 6354.940330089797 1.0317117646788632 
actions 	 326.98902385976817 1.7635515884588293 
original 	 1304.9727264737164 1.361226719108171 
chance 	 3173.472655575458 1.0317117646788632 
litigate 	 6354.940330089797 1.0317117646788632 
level 	 394.03561504976375 1.6199165755404243 
opportunity 	 1232.1189309500558 1.361226719108171 
submit 	 3285.365523204069 1.0317117646788632 
examine 	 1954.79748066506 1.361226719108171 
cross 	 2894.8418067109824 1.0317117646788632 
witnesses 	 3478.991016519249 1.0317117646788632 
considers 	 2894.8418067109824 1.0317117646788632 
conducted 	 2936.4942040797673 1.0317117646788632 
properly 	 3410.4511070711487 1.0317117646788632 
reached 	 1427.3807891965994 1.361226719108171 
proper 	 3072.253244623265 1.0317117646788632 
application 	 913.9871503359597 1.361226719108171 
noted 	 2411.1267952498215 1.0317117646788632 
document 	 704.0347850709325 1.6199165755404243 
submitted 	 3630.964112465644 1.0317117646788632 
originally 	 3478.991016519249 1.0317117646788632 
challenged 	 4882.695718580472 1.0317117646788632 
body 	 1133.041788536857 1.361226719108171 
argument 	 1184.0871486794638 1.5234125961394989 
testimony 	 726.1928224931288 1.683919567098139 
objections 	 1548.572422361594 1.5234125961394989 
panel 	 5188.214079524264 1.0317117646788632 
record 	 482.2253590499643 1.683919567098139 
piece 	 3630.964112465644 1.0317117646788632 
parties' 	 5188.214079524264 1.0317117646788632 
recorded 	 3630.964112465644 1.0317117646788632 
close 	 2491.8238284603744 1.0317117646788632 
closed 	 3346.0677587020946 1.0317117646788632 
included 	 2437.3503498207956 1.0317117646788632 
restricted 	 4288.383751793053 1.0317117646788632 
offer 	 2579.160688788039 1.0317117646788632 
consider 	 3025.0454727730394 1.0317117646788632 
allowed 	 1304.9727264737164 1.361226719108171 
coworker 	 2809.409012167567 1.361226719108171 
testify 	 2073.2867064129055 1.361226719108171 
indication 	 4452.091773769602 1.0317117646788632 
weigh 	 6354.940330089797 1.0317117646788632 
exclusion 	 4288.383751793053 1.0317117646788632 
harmful 	 4452.091773769602 1.0317117646788632 
couched 	 6354.940330089797 1.0317117646788632 
terms 	 1905.5269940577323 1.0317117646788632 
options 	 1586.736327787729 1.361226719108171 
affirm 	 1297.053519881066 1.6199165755404243 
decree 	 3909.59496133012 1.0317117646788632 
declaration 	 3227.9461342150366 1.0317117646788632 
stand 	 1489.9235811301392 1.361226719108171 
holds 	 3410.4511070711487 1.0317117646788632 
erroneous 	 5618.818024335134 1.0317117646788632 
reverse 	 714.7306252988423 1.7294739739633762 
modify 	 2594.107039762132 1.361226719108171 
remand 	 936.4696707225224 1.7294739739633762 
mistake 	 4645.717267084782 1.0317117646788632 
harmless 	 2809.409012167567 1.361226719108171 
means 	 952.7634970288661 1.361226719108171 
affect 	 1192.7675977364297 1.361226719108171 
difference 	 2854.7615783931988 1.0317117646788632 
witness 	 1303.1983204433732 1.5234125961394989 
similar 	 2099.1524873729118 1.0317117646788632 
carry 	 3072.253244623265 1.0317117646788632 
weight 	 3478.991016519249 1.0317117646788632 
probably 	 3227.9461342150366 1.0317117646788632 
found 	 1989.1922863377397 1.0317117646788632 
excluded 	 4146.573412825811 1.0317117646788632 
compelling 	 4452.091773769602 1.0317117646788632 
excluding 	 4645.717267084782 1.0317117646788632 
affirmed 	 4882.695718580472 1.0317117646788632 
minor 	 3173.472655575458 1.0317117646788632 
modification 	 3715.96946801494 1.0317117646788632 
substance 	 3630.964112465644 1.0317117646788632 
sending 	 3552.2614460383916 1.0317117646788632 
instructions 	 1954.79748066506 1.361226719108171 
errors 	 1857.98473400747 1.361226719108171 
extent 	 2491.8238284603744 1.0317117646788632 
correct 	 2936.4942040797673 1.0317117646788632 
reconsider 	 6354.940330089797 1.0317117646788632 
ruling 	 1536.1266223116324 1.361226719108171 
opposite 	 4882.695718580472 1.0317117646788632 
conclusion 	 2520.1455068616297 1.0317117646788632 
liable 	 2010.7439144793657 1.361226719108171 
reverses 	 5618.818024335134 1.0317117646788632 
remands 	 6354.940330089797 1.0317117646788632 
situation 	 2061.219883649504 1.0317117646788632 
information 	 882.1446567331549 1.0317117646788632 
bottom 	 3630.964112465644 1.0317117646788632 
line 	 1728.1155561454498 1.0317117646788632 
ultimate 	 3025.0454727730394 1.0317117646788632 
amount 	 2520.1455068616297 1.0317117646788632 
addition 	 2360.5458072232327 1.0317117646788632 
combine 	 3909.59496133012 1.0317117646788632 
rulings 	 4645.717267084782 1.0317117646788632 
modified 	 3173.472655575458 1.0317117646788632 
described 	 2609.945452947433 1.0317117646788632 
opinion 	 2854.7615783931988 1.0317117646788632 
consists 	 3630.964112465644 1.0317117646788632 
circuits 	 1872.9393414450449 1.5234125961394989 
serve 	 2708.0459189265707 1.0317117646788632 
concern 	 1192.7675977364297 1.361226719108171 
dissatisfied 	 4882.695718580472 1.0317117646788632 
encompassing 	 5188.214079524264 1.0317117646788632 
located 	 938.7130467612433 1.5234125961394989 
seventh 	 1340.4959429862438 1.5234125961394989 
circuit 	 714.7306252988423 1.7294739739633762 
northern 	 3173.472655575458 1.0317117646788632 
chicago 	 1320.824649906197 1.361226719108171 
indiana 	 4645.717267084782 1.0317117646788632 
wisconsin 	 4645.717267084782 1.0317117646788632 
mandatory 	 3478.991016519249 1.0317117646788632 
composed 	 3808.375550377927 1.0317117646788632 
chiefly 	 5618.818024335134 1.0317117646788632 
enjoin 	 6354.940330089797 1.0317117646788632 
legislative 	 3227.9461342150366 1.0317117646788632 
apportionments 	 6354.940330089797 1.0317117646788632 
constitutional 	 2778.872158644161 1.0317117646788632 
reach 	 2854.7615783931988 1.0317117646788632 
petitioning 	 4882.695718580472 1.0317117646788632 
certiorari 	 6354.940330089797 1.0317117646788632 
requires 	 2708.0459189265707 1.0317117646788632 
belief 	 2936.4942040797673 1.0317117646788632 
tiers 	 6354.940330089797 1.0317117646788632 
filed 	 3346.0677587020946 1.0317117646788632 
tribunals 	 5618.818024335134 1.0317117646788632 
administrative 	 3025.0454727730394 1.0317117646788632 
districts 	 2073.2867064129055 1.361226719108171 
jurisdiction 	 3909.59496133012 1.0317117646788632 
standard 	 2266.083577073714 1.0317117646788632 
elgin 	 5618.818024335134 1.0317117646788632 
ottawa 	 5188.214079524264 1.0317117646788632 
springfield 	 1642.6827616020346 1.361226719108171 
mount 	 5188.214079524264 1.0317117646788632 
vernon 	 4882.695718580472 1.0317117646788632 
determining 	 3025.0454727730394 1.0317117646788632 
directly 	 2549.2432174494074 1.0317117646788632 
fee 	 3410.4511070711487 1.0317117646788632 
logo 	 2641.649299812394 1.0317117646788632 
llalogo 	 3173.472655575458 1.0317117646788632 
home 	 474.29133851611044 1.0317117646788632 
page 	 521.3090772621338 1.0317117646788632 
index 	 461.82152793107286 1.0317117646788632 
contents 	 2609.945452947433 1.0317117646788632 
copyright 	 828.2852284142394 1.0317117646788632 
weblocator 	 1586.736327787729 1.361226719108171 
http 	 465.96188405250086 1.0317117646788632 
www 	 461.82152793107286 1.0317117646788632 
com 	 512.6041104912961 1.0317117646788632 
american 	 1177.4807728501733 1.0317117646788632 
research 	 1218.8089449073266 1.0317117646788632 
corporation 	 2360.5458072232327 1.0317117646788632 
common 	 1905.5269940577323 1.0317117646788632 
credits 	 2816.13914028373 1.0317117646788632 
rights 	 978.4644050151575 1.0317117646788632 
reserved 	 1177.4807728501733 1.0317117646788632 
